time,ax,ay,az,gx,gy,gz
595560,0.3,0.67,-0.04,2.78,-141.01,-29.48
595573,0.3,0.74,-0.04,5.1,-137.54,-32.04
595584,0.29,0.81,-0.05,4.61,-133.63,-35.63
595596,0.31,0.84,-0.08,5.34,-126.2,-48.01
595620,0.4,0.88,-0.09,-3.5,-103.76,-54.17
595632,0.42,0.9,-0.1,0.28,-90.71,-57.1
595644,0.42,0.95,-0.08,3.63,-76.44,-64.23
595656,0.42,1.0,-0.08,4.12,-61.93,-68.74
595668,0.42,1.07,-0.05,7.29,-47.17,-70.15
595680,0.42,1.13,-0.03,6.56,-32.78,-70.09
595692,0.41,1.14,-0.04,3.82,-22.35,-66.18
595704,0.4,1.14,-0.07,7.66,-13.94,-61.98
595716,0.4,1.19,-0.08,15.89,-7.66,-56.85
595728,0.39,1.29,-0.13,23.27,-3.82,-50.94
595740,0.37,1.44,-0.16,33.82,1.37,-44.17
595752,0.36,1.66,-0.13,44.67,7.65,-38.62
595764,0.41,1.86,-0.1,40.46,16.61,-29.84
595776,0.49,1.81,-0.08,22.41,30.88,-14.72
595788,0.49,1.63,-0.09,11.86,48.44,2.72
595800,0.45,1.46,-0.11,11.01,61.91,16.26
595812,0.38,1.37,-0.17,11.5,73.93,33.02
595824,0.29,1.37,-0.19,17.9,86.0,51.38
595836,0.24,1.44,-0.17,22.23,91.43,66.62
595994,0.05,0.79,-0.05,-24.54,144.96,169.91
596006,0.0,0.78,-0.05,-25.94,135.51,171.93
596018,-0.03,0.76,-0.05,-26.25,121.3,171.38
596030,-0.04,0.76,-0.04,-25.39,106.3,167.78
596054,-0.05,0.79,-0.05,-23.87,81.91,156.13
596066,-0.06,0.83,-0.06,-24.97,70.76,145.95
596078,-0.06,0.85,-0.06,-26.55,60.51,134.61
596090,-0.06,0.84,-0.06,-28.01,49.78,122.05
596102,-0.06,0.81,-0.05,-28.62,39.11,107.84
596114,-0.05,0.8,-0.03,-24.6,29.78,89.49
596126,-0.04,0.83,-0.0,-19.97,21.91,78.39
596138,-0.06,0.88,-0.02,-19.36,11.73,62.11
596150,-0.09,0.92,-0.05,-20.15,0.69,47.78
596162,-0.1,0.94,-0.06,-20.39,-10.4,35.46
596174,-0.13,0.97,-0.08,-24.11,-22.17,23.88
596186,-0.18,0.97,-0.14,-27.28,-35.53,14.37
596198,-0.23,0.94,-0.2,-27.47,-50.59,6.56
596210,-0.3,0.94,-0.24,-18.14,-67.96,-4.9
596222,-0.41,1.07,-0.24,5.46,-86.99,-22.71
596234,-0.48,1.38,-0.26,23.39,-111.62,-45.63
596246,-0.44,1.69,-0.26,15.34,-135.83,-60.45
596258,-0.23,1.72,-0.22,-17.65,-148.45,-68.13
596270,0.04,1.42,-0.09,-35.51,-146.44,-76.49
596433,0.23,0.54,0.2,-23.44,-125.22,-92.04
596446,0.28,0.5,0.2,-19.84,-139.98,-80.94
596457,0.33,0.55,0.19,-17.77,-151.74,-70.09
596469,0.38,0.68,0.12,-21.31,-166.38,-58.44
596493,0.48,0.83,0.0,-33.07,-189.37,-35.33
596505,0.56,0.89,-0.03,-34.54,-193.51,-28.13
596517,0.58,0.86,-0.09,-28.87,-195.28,-33.38
596529,0.68,1.06,-0.05,-34.29,-190.28,-20.51
596541,0.72,1.11,-0.05,-37.34,-186.44,-11.73
596553,0.82,1.12,-0.13,-51.31,-177.05,-13.99
596565,0.88,1.05,-0.16,-58.99,-159.55,-5.27
596577,0.85,0.94,-0.16,-65.7,-141.87,3.02
596589,0.82,0.84,-0.14,-64.11,-127.35,11.44
596601,0.77,0.8,-0.15,-52.77,-117.78,21.68
596613,0.72,0.85,-0.17,-40.27,-115.28,28.94
596625,0.72,0.93,-0.21,-31.43,-115.53,35.52
596637,0.74,0.98,-0.3,-24.6,-114.18,43.39
596649,0.73,1.06,-0.37,-15.45,-110.83,48.45
596661,0.68,1.15,-0.46,-5.64,-111.99,51.93
596673,0.6,1.33,-0.49,7.29,-116.93,51.68
596685,0.58,1.56,-0.53,17.66,-121.5,48.82
596697,0.68,1.65,-0.54,14.18,-117.48,50.22
596709,0.79,1.57,-0.56,13.69,-99.79,50.4
596871,0.38,0.98,0.18,234.3,270.69,98.7
596883,0.43,1.0,0.32,234.79,283.93,109.79
596895,0.43,0.94,0.36,227.17,289.78,122.6
596907,0.25,0.87,0.35,206.74,286.43,130.16
596931,-0.24,0.53,0.37,147.6,226.3,121.62
596943,-0.44,0.37,0.25,122.66,173.74,110.1
596955,-0.46,0.29,0.1,115.64,115.94,88.33
596967,-0.29,0.34,0.02,107.17,85.02,54.73
596979,-0.16,0.46,0.03,81.25,83.13,27.11
596991,-0.14,0.58,0.1,47.6,96.0,9.31
597003,-0.21,0.66,0.2,10.16,104.72,-4.9
597015,-0.28,0.68,0.25,-21.79,104.41,-18.74
597027,-0.36,0.67,0.26,-43.93,93.19,-31.43
597039,-0.4,0.68,0.25,-55.51,67.83,-44.41
597051,-0.37,0.72,0.21,-59.78,35.39,-59.35
597063,-0.32,0.79,0.15,-58.81,4.23,-73.93
597075,-0.31,0.88,0.11,-54.9,-28.33,-88.5
597087,-0.27,1.0,0.06,-54.42,-60.89,-100.09
597099,-0.24,1.13,0.01,-57.89,-96.01,-108.56
597111,-0.17,1.22,-0.06,-64.29,-126.68,-114.54
597123,-0.1,1.27,-0.12,-72.89,-149.49,-120.94
597135,-0.07,1.27,-0.14,-78.68,-167.54,-126.85
597147,-0.05,1.26,-0.17,-75.21,-182.84,-135.45
597309,0.29,1.25,-0.13,-61.73,-6.81,-126.06
597321,0.25,1.09,-0.07,-56.67,-17.84,-103.38
597333,0.23,0.91,0.02,-47.47,-34.73,-79.72
597345,0.21,0.75,0.07,-38.75,-56.87,-60.94
597369,0.19,0.52,0.05,-21.67,-105.89,-28.87
597381,0.22,0.47,0.05,-11.98,-126.01,-16.12
597393,0.24,0.45,0.02,-7.1,-140.1,-7.4
597405,0.26,0.44,-0.01,-7.04,-150.28,-3.74
597417,0.29,0.46,-0.02,-9.17,-155.95,-3.38
597429,0.33,0.48,-0.03,-10.27,-157.29,-6.55
597441,0.36,0.53,-0.08,-12.83,-155.1,-11.85
597453,0.39,0.61,-0.15,-18.01,-152.42,-18.26
597465,0.38,0.65,-0.24,-20.57,-148.03,-26.06
597477,0.43,0.72,-0.28,-19.84,-144.55,-46.79
597489,0.46,0.82,-0.32,-14.42,-137.66,-37.83
597501,0.54,0.92,-0.32,-18.87,-129.12,-57.4
