time,ax,ay,az,gx,gy,gz
171533,-0.01,1.09,-0.08,-19.54,-45.83,26.74
171545,0.01,1.1,-0.07,-16.25,-48.76,16.13
171557,0.03,1.1,-0.04,-14.36,-48.03,6.38
171569,0.05,1.08,0.01,-12.83,-43.57,-2.95
171593,0.05,1.09,0.06,-7.89,-30.53,-24.48
171605,0.02,1.29,0.02,-1.61,-29.12,-41.18
171617,0.02,1.5,-0.04,-4.17,-29.61,-57.65
171629,0.05,1.55,-0.1,-9.29,-30.16,-74.17
171641,0.05,1.41,-0.07,-12.89,-34.61,-87.77
171653,0.03,1.17,0.03,-6.12,-45.83,-99.6
171665,-0.0,1.11,0.11,5.34,-64.61,-108.38
171677,0.03,1.12,0.17,13.27,-80.89,-112.04
171689,0.14,1.15,0.18,18.82,-87.05,-111.18
171701,0.23,1.18,0.18,19.91,-82.6,-110.02
171713,0.28,1.19,0.16,17.72,-72.66,-108.26
171725,0.27,1.18,0.15,17.23,-63.21,-106.49
171737,0.27,1.12,0.15,15.52,-55.71,-103.19
171749,0.28,1.02,0.17,12.41,-48.57,-98.01
171761,0.28,0.91,0.18,9.18,-42.9,-92.71
171773,0.26,0.77,0.17,5.71,-39.24,-85.82
171785,0.25,0.65,0.18,4.18,-39.73,-77.83
171797,0.25,0.55,0.18,2.53,-43.51,-70.82
171809,0.25,0.48,0.15,2.66,-50.16,-65.15
171968,0.4,1.1,0.12,12.29,-47.78,-88.8
171980,0.44,1.12,0.14,14.67,-42.42,-85.45
171992,0.47,1.14,0.16,16.5,-34.0,-81.3
172004,0.51,1.15,0.17,14.67,-22.96,-74.9
172028,0.49,1.2,0.11,21.62,-6.81,-59.48
172040,0.47,1.38,0.07,24.49,-3.27,-50.39
172052,0.46,1.59,0.02,26.56,-1.44,-40.76
172064,0.45,1.82,0.02,25.52,1.73,-31.79
172076,0.47,1.91,0.04,17.23,10.15,-20.82
172088,0.48,1.78,0.06,7.84,20.82,-8.19
172100,0.47,1.61,0.09,5.95,27.89,3.7
172112,0.47,1.48,0.08,5.03,32.28,17.17
172124,0.44,1.37,0.05,4.18,37.83,33.63
172136,0.41,1.31,0.04,6.01,44.11,50.34
172148,0.38,1.39,0.02,8.88,50.02,62.6
172160,0.38,1.46,0.03,5.89,57.46,72.9
172172,0.39,1.45,0.03,0.83,65.94,80.71
172184,0.33,1.41,0.04,-2.22,73.26,84.67
172196,0.28,1.39,0.04,-5.51,76.97,89.18
172208,0.26,1.31,0.02,-10.33,80.27,94.37
172220,0.25,1.18,-0.0,-14.9,84.47,99.24
172232,0.23,1.04,0.01,-17.59,88.93,104.31
172244,0.21,0.92,0.02,-19.05,90.15,109.12
172399,-0.07,0.75,-0.06,-47.59,33.01,104.37
172411,-0.09,0.81,-0.08,-46.12,19.78,97.96
172423,-0.12,0.9,-0.09,-44.72,5.82,89.98
172435,-0.11,0.98,-0.13,-46.06,-5.77,81.44
172459,-0.1,1.0,-0.14,-45.88,-27.23,63.39
172471,-0.09,0.98,-0.15,-40.27,-38.21,52.17
172483,-0.08,0.99,-0.16,-32.65,-46.74,39.49
172495,-0.04,1.03,-0.13,-27.22,-50.34,26.32
172507,-0.02,1.02,-0.09,-23.38,-49.0,13.94
172519,0.02,0.98,-0.03,-19.17,-45.16,1.13
172531,0.04,0.96,-0.0,-12.4,-40.77,-12.77
172543,0.03,1.08,-0.01,-0.45,-39.31,-31.12
172555,0.0,1.35,-0.07,8.94,-39.67,-55.63
172567,0.02,1.57,-0.15,8.82,-41.62,-75.02
172579,0.09,1.56,-0.13,3.69,-39.98,-92.4
172591,0.15,1.27,-0.03,2.23,-36.87,-105.15
172603,0.12,1.03,0.1,15.77,-36.93,-116.91
172615,0.11,1.04,0.23,26.07,-41.01,-124.05
172627,0.21,1.12,0.27,33.27,-36.93,-125.09
172639,0.29,1.22,0.23,31.86,-24.06,-120.33
172651,0.31,1.25,0.18,26.19,-8.7,-115.69
172663,0.28,1.23,0.14,23.21,2.52,-111.0
172675,0.2,1.2,0.12,22.23,3.13,-105.27
172835,0.46,0.63,0.18,19.06,-44.73,-60.51
172847,0.49,0.75,0.21,23.14,-42.05,-59.05
172859,0.51,0.88,0.25,24.49,-37.54,-61.61
172871,0.54,1.01,0.31,22.23,-32.42,-60.82
172895,0.61,1.11,0.27,13.69,-21.81,-51.55
172907,0.63,1.08,0.26,12.29,-13.88,-43.13
172919,0.61,1.09,0.25,12.9,-9.43,-34.17
172931,0.57,1.14,0.24,14.18,-8.27,-22.1
172943,0.53,1.2,0.26,13.57,-7.23,-10.09
172955,0.54,1.2,0.27,10.77,-6.13,1.68
172967,0.52,1.21,0.24,10.83,-7.66,10.4
172979,0.5,1.28,0.22,11.8,-12.17,17.17
172991,0.47,1.36,0.16,12.29,-16.68,23.39
173003,0.44,1.53,0.1,16.5,-23.7,26.74
173015,0.43,1.8,0.07,18.33,-27.17,27.9
173027,0.48,1.91,0.08,8.88,-21.01,33.27
173039,0.49,1.78,0.1,0.28,-8.21,40.28
173051,0.45,1.61,0.11,-1.86,1.85,44.91
173063,0.43,1.45,0.12,-3.07,9.11,54.43
173075,0.4,1.28,0.11,-4.05,16.79,65.59
173087,0.34,1.24,0.07,1.5,20.39,73.09
173099,0.31,1.35,0.05,5.64,23.62,75.34
173111,0.3,1.34,0.05,3.57,33.07,84.24
173266,0.2,0.41,0.11,-39.6,118.87,57.96
173278,0.13,0.4,0.1,-45.33,117.83,63.02
173290,0.05,0.41,0.06,-50.09,109.54,68.7
173302,0.0,0.42,0.01,-51.98,96.06,73.94
173326,-0.07,0.59,-0.03,-43.26,60.69,74.85
173338,-0.06,0.71,-0.05,-40.45,45.02,70.34
173350,-0.04,0.82,-0.08,-41.37,30.27,64.37
173362,-0.01,0.9,-0.08,-39.9,17.34,55.65
173374,-0.01,1.0,-0.06,-39.36,5.51,44.24
173386,0.0,1.03,-0.04,-39.72,-6.87,32.54
173398,0.02,1.02,-0.02,-37.89,-17.29,21.32
173410,0.03,0.99,-0.03,-33.26,-27.96,9.31
173422,0.07,0.99,-0.0,-25.45,-37.35,-2.77
173434,0.12,1.0,0.05,-18.07,-43.76,-13.44
173446,0.18,0.98,0.1,-15.15,-43.51,-26.18
173458,0.17,0.91,0.16,-9.48,-37.23,-23.62
173470,0.1,1.05,0.15,-2.04,-40.77,-35.69
173482,0.05,1.4,0.06,5.58,-49.55,-47.83
173494,0.02,1.73,-0.05,4.85,-60.59,-57.95
173506,0.02,1.71,-0.13,-3.68,-69.12,-63.44
173518,0.05,1.25,-0.04,-2.77,-78.51,-65.33
173530,0.04,0.92,0.11,17.35,-97.11,-68.56
173542,0.05,0.89,0.27,37.23,-119.49,-74.05
173701,0.36,0.45,0.4,8.63,-76.5,-31.3
173713,0.42,0.46,0.39,4.3,-79.67,-26.12
173725,0.47,0.48,0.36,1.32,-77.11,-22.1
173737,0.48,0.54,0.33,-1.12,-70.53,-20.33
173761,0.54,0.62,0.28,-3.93,-51.07,-18.01
173773,0.57,0.69,0.28,-3.62,-43.82,-16.3
173785,0.59,0.74,0.29,-4.05,-38.57,-15.21
173797,0.71,0.76,0.29,0.52,-28.51,-12.52
173809,0.81,0.85,0.28,2.47,-12.35,-10.15
173821,0.81,0.92,0.31,-2.34,4.23,-5.57
173833,0.82,0.92,0.32,-5.64,13.93,2.9
173845,0.84,0.94,0.32,-5.88,18.38,11.74
173857,0.88,0.97,0.35,-5.45,25.02,20.59
173869,0.9,1.0,0.33,-8.2,31.97,30.16
173881,0.88,1.07,0.28,-9.9,33.68,39.67
173893,0.85,1.2,0.23,-11.18,29.47,48.33
173905,0.81,1.33,0.16,-12.34,19.9,56.62
173917,0.79,1.54,0.13,-6.43,7.71,61.13
173929,0.81,1.81,0.12,-2.77,1.37,61.93
173941,0.89,1.88,0.13,-7.71,8.44,67.96
173953,0.9,1.75,0.1,-10.57,20.27,74.79
173965,0.85,1.62,0.12,-8.01,29.96,82.05
173977,0.79,1.53,0.13,-5.94,38.5,92.6
174132,0.3,0.43,-0.02,11.93,120.51,117.78
174144,0.33,0.36,-0.03,14.36,129.11,114.24
174156,0.32,0.34,-0.02,12.6,138.99,114.0
174168,0.27,0.31,-0.03,10.03,145.21,114.06
174192,0.2,0.28,-0.03,5.89,132.83,115.22
174204,0.26,0.31,-0.03,8.57,125.33,113.82
174216,0.32,0.38,-0.0,9.61,123.19,109.73
174228,0.35,0.44,0.04,8.82,124.84,103.15
174240,0.37,0.45,0.12,9.0,125.21,96.01
174252,0.38,0.49,0.15,11.38,121.73,86.74
174264,0.4,0.54,0.2,13.88,115.63,79.43
174276,0.46,0.63,0.25,17.47,103.8,72.17
174288,0.48,0.73,0.25,19.0,89.41,65.16
174300,0.5,0.8,0.29,20.89,81.18,59.49
174312,0.54,0.89,0.33,20.03,75.76,54.98
174324,0.54,0.93,0.36,18.51,69.96,51.87
174336,0.51,0.89,0.39,17.23,61.85,51.26
174348,0.48,0.9,0.42,17.9,52.95,51.01
174360,0.47,0.94,0.46,18.08,47.77,48.57
174372,0.47,1.14,0.45,20.95,44.47,40.04
174384,0.48,1.37,0.46,26.56,45.27,24.37
174396,0.48,1.37,0.45,30.89,43.44,8.82
174408,0.46,1.22,0.51,38.82,35.45,-3.07
174564,0.3,0.25,0.55,-37.16,-2.29,9.85
174576,0.31,0.16,0.48,-28.87,-22.48,10.65
174588,0.38,0.14,0.4,-23.87,-33.09,13.88
174600,0.4,0.13,0.37,-22.83,-32.35,18.15
174624,0.45,0.11,0.38,-22.22,-6.13,31.26
174636,0.42,0.07,0.42,-15.39,5.94,35.65
174648,0.41,0.06,0.42,-4.36,11.12,37.96
174660,0.42,0.06,0.39,5.46,19.35,40.83
174672,0.45,0.11,0.39,11.86,32.58,42.48
174684,0.39,0.27,0.4,10.71,43.07,42.23
174696,0.16,0.23,0.58,5.89,29.29,32.84
174708,0.16,0.37,0.73,-7.16,9.9,23.27
174720,0.13,0.25,0.83,-2.83,-4.85,11.07
174732,0.27,0.33,0.76,1.13,-15.59,6.38
174744,0.44,0.41,0.72,6.25,-15.89,3.57
174756,0.53,0.5,0.71,13.08,-16.62,2.96
174768,0.71,0.65,0.69,9.55,-11.93,11.44
174780,0.8,0.7,0.76,6.93,-0.22,20.89
174792,0.85,0.75,0.86,9.06,2.28,29.24
174804,0.84,0.83,0.89,13.63,-0.16,35.52
174816,0.67,0.95,0.96,16.56,-9.67,38.27
174828,0.65,1.13,1.04,19.79,-11.87,34.37
174840,0.68,1.17,1.12,22.84,-5.22,22.05
174994,0.18,0.48,0.55,64.3,8.87,-69.96
175006,0.26,0.43,0.55,62.11,-2.29,-74.05
175018,0.24,0.39,0.55,56.01,0.27,-77.1
175030,0.19,0.3,0.6,53.94,6.0,-79.48
175042,0.19,0.24,0.59,53.33,12.22,-82.16
175066,0.19,0.23,0.55,54.18,26.97,-88.99
175078,0.14,0.22,0.45,51.62,35.69,-91.43
175090,0.02,0.27,0.35,47.53,36.55,-89.6
175102,-0.0,0.32,0.28,40.89,39.54,-88.19
175114,0.06,0.36,0.32,35.34,42.89,-86.12
175126,0.15,0.4,0.4,35.1,42.22,-87.04
175138,0.25,0.46,0.44,37.23,43.19,-91.55
175150,0.26,0.52,0.42,37.96,47.71,-98.07
175162,0.25,0.58,0.38,39.73,48.44,-104.11
175174,0.22,0.71,0.32,39.97,42.71,-108.32
175186,0.26,0.83,0.3,38.94,33.8,-108.56
175198,0.34,0.97,0.31,37.6,25.57,-107.89
175210,0.39,1.06,0.35,34.24,19.6,-103.01
175222,0.38,1.1,0.38,31.19,9.84,-97.16
175234,0.34,1.08,0.35,29.06,-1.99,-87.71
175246,0.32,1.09,0.31,24.55,-8.76,-74.17
175258,0.29,1.25,0.27,18.82,-14.67,-61.43
175270,0.36,1.58,0.18,18.88,-21.56,-51.0
175427,-0.04,0.89,0.36,13.21,-78.27,12.96
175439,0.09,0.78,0.38,14.43,-65.59,8.76
175451,0.11,0.67,0.43,12.17,-43.51,4.06
175463,0.07,0.57,0.49,10.1,-18.82,3.57
175475,0.05,0.46,0.49,8.57,3.13,3.39
175499,0.01,0.4,0.52,5.52,32.04,3.27
175511,0.0,0.39,0.52,2.47,38.13,1.38
175523,0.02,0.4,0.49,-1.55,42.34,-1.06
175535,-0.01,0.4,0.48,-4.54,41.67,-3.38
175547,-0.05,0.41,0.48,-6.43,34.72,-5.27
175559,0.0,0.44,0.47,-7.89,30.33,-4.29
175571,0.01,0.5,0.47,-12.4,31.79,-3.44
175583,0.03,0.54,0.5,-16.0,32.1,-2.1
175595,0.06,0.58,0.51,-16.73,30.21,-1.67
175607,0.06,0.62,0.51,-18.01,28.13,-1.24
175619,0.08,0.68,0.51,-16.61,25.76,-1.0
175631,0.14,0.74,0.44,-17.28,28.5,1.44
175643,0.12,0.79,0.41,-20.15,33.07,4.61
175655,0.11,0.84,0.36,-22.4,33.13,9.55
175667,0.14,0.9,0.39,-22.1,32.52,13.57
175679,0.17,0.94,0.47,-20.64,32.28,15.83
175691,0.17,0.9,0.51,-21.12,29.78,17.72
175703,0.23,0.99,0.45,-19.36,31.73,20.52
175858,0.03,1.29,0.51,22.72,69.23,27.48
175870,0.04,1.24,0.49,27.66,54.54,27.48
175882,0.06,1.16,0.5,26.13,47.04,25.95
175894,0.04,0.98,0.51,22.41,43.62,25.46
175906,0.0,0.83,0.55,19.91,43.8,25.59
175930,-0.14,0.56,0.58,10.95,30.63,19.31
175942,-0.16,0.52,0.54,8.94,20.27,11.32
175954,-0.14,0.51,0.54,6.44,15.21,0.77
175966,-0.13,0.52,0.48,-3.44,9.54,-0.39
175978,-0.11,0.49,0.43,-11.18,4.23,-8.5
175990,-0.22,0.49,0.37,-24.17,-6.26,-11.37
176002,-0.23,0.46,0.3,-29.54,-22.23,-14.11
176014,-0.25,0.48,0.29,-34.6,-42.54,-17.59
176026,-0.03,0.47,0.29,-31.67,-54.0,-20.39
176038,0.11,0.62,0.32,-34.23,-47.23,-26.24
176050,0.06,0.66,0.33,-39.54,-39.31,-29.05
176062,-0.05,0.66,0.4,-36.06,-42.48,-28.99
176074,-0.08,0.72,0.43,-30.21,-55.46,-29.66
176086,0.01,0.76,0.35,-21.49,-69.18,-28.44
176098,0.17,0.82,0.31,-14.36,-67.11,-25.76
176110,0.11,0.87,0.37,-17.34,-61.01,-26.79
176122,-0.01,0.87,0.35,-21.37,-70.65,-19.35
176134,-0.02,0.86,0.38,-7.83,-87.11,-27.65
176293,0.59,1.11,0.3,29.24,-43.76,1.26
176305,0.62,1.13,0.07,35.52,-34.49,6.81
176317,0.46,1.16,0.08,29.91,-19.24,16.81
176329,0.33,1.09,0.11,23.33,-16.5,27.48
176341,0.29,0.99,0.1,22.41,-19.18,37.35
176365,0.5,0.82,0.18,41.99,-20.1,36.32
176377,0.48,0.84,0.26,43.51,3.01,28.09
176389,0.47,0.73,0.35,41.56,21.61,21.44
176401,0.54,0.61,0.32,45.64,38.38,17.48
