time,ax,ay,az,gx,gy,gz
69343,-0.65,-0.07,0.17,54.73,101.61,-17.83
69356,-0.63,-0.04,0.24,42.72,74.47,-34.72
69367,-0.56,0.08,0.2,26.44,53.19,-47.34
69379,-0.44,0.22,0.18,8.88,39.35,-57.83
69403,-0.25,0.42,0.18,-12.28,-4.92,-81.24
69415,-0.17,0.36,0.22,-16.18,-45.34,-87.22
69427,-0.07,0.31,0.36,-17.16,-81.74,-81.98
69439,0.18,0.48,0.52,-20.88,-93.45,-77.89
69451,0.4,1.08,0.67,-27.22,-77.17,-81.91
69463,0.63,1.66,0.65,-28.07,-51.56,-93.87
69475,0.83,1.86,0.66,-18.87,-24.31,-108.26
69487,0.82,1.86,0.66,-23.93,-8.51,-108.74
69499,0.68,1.9,0.82,-16.92,-21.07,-114.78
69511,0.63,2.08,0.89,-11.67,-36.62,-104.48
69523,0.69,2.22,0.61,-13.2,-51.74,-99.35
69535,0.82,2.15,0.35,-26.18,-56.93,-87.52
69547,0.74,1.85,0.41,-30.33,-67.84,-71.61
69559,0.7,1.55,0.5,-28.5,-87.6,-60.15
69571,0.68,1.23,0.51,-23.56,-97.96,-40.88
69583,0.67,0.96,0.43,-25.03,-98.7,-29.54
69595,0.68,0.73,0.33,-23.99,-89.12,-20.33
69607,0.64,0.53,0.29,-20.88,-76.32,-18.01
69619,0.53,0.33,0.28,-13.93,-67.29,-18.32
69778,0.69,0.39,0.33,-6.49,113.01,33.21
69790,0.61,0.87,0.45,-1.61,109.78,32.66
69802,0.64,1.78,0.5,8.63,83.56,27.96
69814,0.83,2.35,0.25,23.94,70.39,20.1
69826,0.94,1.99,0.06,24.79,75.39,20.16
69850,0.35,1.63,0.06,1.8,39.9,54.55
69862,0.45,1.58,0.22,20.34,14.29,63.27
69874,0.58,1.84,0.27,25.71,7.22,53.76
69886,0.6,1.68,0.28,33.75,19.6,42.35
69898,0.5,1.45,0.27,45.58,25.27,32.48
69910,0.42,1.37,0.19,57.05,29.66,23.76
69922,0.26,1.23,0.14,61.5,38.26,23.82
69934,0.13,1.06,0.16,60.77,42.52,30.1
69946,0.03,0.86,0.21,61.25,39.54,35.04
