time,ax,ay,az,gx,gy,gz
645818,0.45,1.08,0.02,0.03,-45.65,-70.33
645830,0.46,1.1,-0.03,0.89,-40.16,-60.82
645842,0.47,1.15,-0.07,7.11,-35.28,-51.06
645854,0.47,1.25,-0.11,16.74,-32.23,-41.85
645878,0.43,1.72,-0.15,38.88,-24.61,-25.94
645890,0.46,1.94,-0.1,29.97,-16.38,-14.23
645902,0.52,1.93,-0.08,10.46,-1.32,0.04
645914,0.55,1.74,-0.1,-0.03,16.67,13.09
645926,0.49,1.55,-0.13,-1.67,29.23,26.2
645938,0.41,1.41,-0.14,0.1,35.15,42.35
645950,0.34,1.32,-0.15,11.68,36.73,59.37
645962,0.3,1.42,-0.16,29.67,38.62,72.35
645974,0.31,1.55,-0.15,30.83,41.67,85.65
645986,0.35,1.53,-0.12,24.18,49.66,94.49
645998,0.36,1.43,-0.13,24.79,62.22,99.98
646010,0.36,1.36,-0.13,27.23,74.41,102.54
646022,0.36,1.31,-0.12,24.85,88.26,106.93
646034,0.36,1.22,-0.12,18.45,105.76,114.24
646046,0.35,1.09,-0.1,12.23,125.76,117.66
646058,0.31,0.97,-0.09,7.6,143.01,124.0
646070,0.27,0.87,-0.08,5.22,157.1,131.07
646082,0.24,0.8,-0.06,3.21,166.91,136.38
646094,0.21,0.75,-0.02,1.8,174.66,140.1
646252,-0.17,0.94,-0.15,-47.95,-4.24,66.99
646264,-0.2,0.92,-0.21,-43.87,-12.05,49.67
646276,-0.25,1.0,-0.25,-42.71,-18.88,40.1
646288,-0.34,1.05,-0.26,-45.88,-26.99,30.77
646312,-0.41,0.93,-0.25,-56.73,-39.98,13.76
646324,-0.42,0.88,-0.23,-46.73,-42.72,0.89
646336,-0.45,0.93,-0.19,-27.71,-46.56,-17.65
646348,-0.49,1.17,-0.18,8.14,-53.7,-45.33
646360,-0.47,1.57,-0.2,32.29,-61.56,-73.8
646372,-0.36,1.87,-0.24,27.9,-62.29,-93.93
646384,-0.14,1.76,-0.19,6.68,-49.55,-111.91
646396,0.06,1.34,-0.03,3.82,-22.9,-131.43
646408,0.06,1.11,0.15,32.78,3.8,-155.88
646420,-0.03,1.24,0.24,50.16,19.05,-172.16
646432,-0.05,1.41,0.2,48.63,30.45,-170.76
646444,0.0,1.44,0.14,41.19,41.3,-167.83
646456,0.02,1.37,0.11,32.96,51.24,-166.24
646468,-0.03,1.31,0.12,30.1,51.37,-163.01
646480,-0.03,1.25,0.22,32.29,39.96,-157.28
646492,-0.02,1.19,0.31,36.13,23.8,-151.43
646504,-0.01,1.11,0.37,35.16,4.96,-146.61
646516,0.02,1.0,0.39,33.82,-11.74,-139.11
646528,0.08,0.88,0.43,31.44,-25.65,-130.33
646689,0.31,1.11,0.63,-52.89,-34.49,-50.51
646701,0.32,1.08,0.56,-58.93,-35.4,-36.18
646713,0.3,1.11,0.53,-68.07,-38.57,-28.44
646725,0.26,1.13,0.53,-76.49,-43.27,-16.3
646749,0.24,1.09,0.52,-91.31,-58.03,3.63
646761,0.24,1.08,0.45,-94.97,-68.51,12.05
646773,0.25,1.12,0.34,-93.44,-80.71,19.37
646785,0.26,1.21,0.21,-94.36,-94.85,30.34
646797,0.27,1.3,-0.01,-90.88,-111.87,37.78
646809,0.27,1.44,-0.12,-80.45,-131.87,46.74
646821,0.33,1.62,-0.16,-74.11,-150.4,52.54
646833,0.4,1.73,-0.18,-77.59,-164.98,63.76
646845,0.43,1.68,-0.23,-85.64,-173.57,75.59
646857,0.44,1.55,-0.29,-89.11,-180.95,86.99
646869,0.41,1.47,-0.4,-87.53,-188.57,98.02
646881,0.39,1.49,-0.59,-79.54,-195.4,107.48
646893,0.38,1.45,-0.71,-61.61,-190.95,124.85
646905,0.39,1.42,-0.87,-53.99,-182.29,137.6
646917,0.4,1.38,-0.96,-42.77,-163.94,144.91
646929,0.39,1.4,-0.89,-30.64,-139.55,149.73
646941,0.38,1.3,-0.8,-16.55,-107.6,153.63
646953,0.35,1.17,-0.63,10.1,-74.31,167.17
646965,0.3,1.06,-0.57,39.67,-47.29,170.71
647127,0.18,1.51,0.62,463.94,221.18,137.6
647139,-0.19,1.44,0.68,431.86,272.16,135.65
647151,-0.53,1.59,0.8,339.85,273.68,138.63
647163,-0.05,1.7,0.57,214.06,201.73,100.28
647187,-0.55,1.05,0.62,21.62,274.35,6.99
647199,-1.06,0.9,0.86,-24.29,273.62,-52.59
647211,-1.3,0.97,1.03,-64.11,254.05,-96.67
647223,-1.42,1.16,0.99,-101.12,190.76,-116.98
647235,-1.21,1.39,0.64,-113.93,99.72,-124.9
647247,-0.92,1.69,0.4,-110.45,17.58,-146.06
647259,-0.68,1.89,0.29,-107.47,-60.1,-158.87
647271,-0.36,1.68,0.32,-94.54,-130.71,-161.12
647283,0.12,1.34,0.38,-83.68,-151.5,-177.22
647295,0.48,1.3,0.64,-63.87,-141.99,-209.84
647307,0.47,1.44,0.79,-48.01,-133.57,-233.38
647319,0.52,1.33,0.6,-17.53,-102.48,-216.55
647331,0.53,1.4,0.36,-1.67,-70.59,-227.95
647343,0.55,1.49,-0.0,-6.92,-16.44,-223.19
647355,0.51,1.54,-0.21,-32.4,39.72,-208.56
647367,0.44,1.51,-0.19,-47.71,74.47,-204.11
647379,0.42,1.48,-0.07,-46.25,82.83,-209.54
647391,0.44,1.43,0.06,-38.07,77.16,-213.32
647403,0.49,1.36,0.14,-26.98,64.35,-217.65
647566,0.59,0.89,0.28,-53.93,35.33,-23.74
647578,0.59,0.91,0.26,-60.64,38.87,-14.05
647590,0.59,0.91,0.27,-65.33,44.29,-1.43
647602,0.58,0.9,0.24,-68.38,49.23,4.55
648001,0.06,1.22,-0.14,-10.15,76.12,134.06
648013,0.03,1.18,-0.16,-9.9,66.61,131.68
648025,0.01,1.15,-0.2,-5.64,55.39,130.16
648037,-0.02,1.12,-0.2,0.58,43.44,129.79
648061,0.02,1.08,-0.18,16.38,23.38,124.18
648073,0.08,1.06,-0.15,24.91,21.49,119.0
648085,0.13,1.04,-0.1,33.27,26.67,113.15
648097,0.15,0.99,-0.06,41.68,33.38,106.32
648109,0.22,0.94,-0.08,54.24,43.01,98.27
648121,0.29,0.91,-0.15,61.13,61.55,93.27
648133,0.39,0.89,-0.18,66.99,85.08,91.38
648145,0.48,0.95,-0.23,80.16,110.88,90.46
648157,0.57,1.13,-0.26,93.33,148.44,88.39
648169,0.64,1.36,-0.37,91.13,188.68,92.96
648181,0.7,1.42,-0.43,80.64,229.35,102.84
648193,0.8,1.31,-0.37,86.32,267.52,115.4
648205,0.8,1.28,-0.22,111.86,302.1,124.49
648217,0.66,1.4,-0.07,127.78,319.05,139.61
648229,0.56,1.47,0.05,138.08,315.39,161.56
648241,0.54,1.51,0.09,142.6,303.01,188.39
648253,0.66,1.57,0.07,150.34,303.87,202.9
648265,0.7,1.76,0.08,144.49,317.28,215.52
648277,0.61,1.89,0.09,124.55,328.99,219.55
648436,-0.51,0.72,0.89,-160.27,106.91,202.17
648448,-0.65,0.58,0.88,-145.51,75.57,188.02
648460,-0.51,0.49,0.74,-134.9,49.41,162.41
648472,-0.32,0.56,0.61,-138.56,53.32,141.68
648496,-0.55,0.76,0.73,-147.83,74.41,83.76
648508,-0.91,0.85,0.83,-168.44,96.43,30.04
648520,-1.74,0.7,1.51,-243.14,54.9,30.04
648532,-0.63,0.35,1.66,-231.43,17.4,17.48
648544,0.63,0.26,1.44,-204.66,74.66,1.93
648556,0.59,0.26,1.15,-179.54,164.41,-11.91
648568,0.2,0.14,0.81,-159.42,170.51,-18.87
648580,0.39,0.04,0.42,-125.45,146.0,-17.16
648592,0.27,0.14,0.49,-113.75,85.08,-12.04
648604,0.42,0.05,0.63,-88.93,26.0,-10.39
648616,0.46,0.09,0.74,-71.67,-4.55,-4.78
648628,0.42,0.1,0.87,-68.68,-25.46,-2.59
648640,0.42,-0.01,0.9,-69.29,-7.11,-3.56
648652,0.26,0.01,0.92,-69.54,22.71,-4.48
648664,-0.02,0.04,0.97,-71.0,20.02,-7.22
648676,-0.03,0.26,0.93,-78.5,4.41,-3.13
648688,0.34,-0.17,1.09,-30.64,5.21,-18.99
648700,0.71,0.02,1.13,21.32,27.95,-30.39
648712,0.63,0.03,1.13,46.62,42.22,-50.76
648872,0.47,0.46,1.78,-164.29,96.91,-112.71
648884,0.46,0.47,1.52,-185.27,125.45,-114.05
648896,0.46,0.48,1.35,-205.64,144.96,-116.0
648908,0.46,0.42,1.3,-221.25,159.11,-121.06
648932,0.56,0.45,1.29,-248.56,153.13,-136.98
648944,0.61,0.54,1.11,-269.42,155.45,-141.98
648956,0.66,0.52,0.9,-286.25,152.22,-145.69
648968,0.72,0.52,0.77,-301.0,151.3,-148.74
648980,0.72,0.54,0.77,-318.99,153.5,-150.94
648992,0.71,0.52,0.73,-335.51,146.55,-154.41
649004,0.7,0.46,0.73,-342.89,128.74,-158.13
649016,0.72,0.49,0.68,-350.94,112.71,-162.34
649028,0.7,0.44,0.65,-359.9,100.33,-166.73
649040,0.7,0.46,0.52,-373.32,89.66,-169.84
649052,0.73,0.46,0.42,-392.53,79.35,-171.98
649064,0.73,0.45,0.32,-410.03,59.47,-175.21
649076,0.66,0.45,0.15,-425.82,17.22,-178.62
649088,0.7,0.39,-0.02,-436.67,-41.74,-177.89
649100,0.81,0.34,-0.18,-443.56,-89.61,-173.99
649112,0.79,0.29,-0.35,-462.1,-116.38,-163.44
649124,0.8,0.18,-0.49,-470.33,-115.53,-152.89
649136,0.8,0.15,-0.63,-480.33,-89.73,-144.6
649148,0.68,0.05,-1.02,-485.94,-56.56,-141.55
649313,0.47,0.3,-2.83,297.72,-173.7,-141.55
649325,0.73,0.65,-2.5,343.14,-183.82,-158.5
649338,0.92,0.96,-2.24,384.79,-199.49,-173.99
649349,1.06,1.27,-1.92,415.77,-206.32,-180.33
649373,1.18,1.84,-1.4,451.25,-160.71,-165.33
649385,1.11,2.1,-1.29,458.21,-118.63,-149.35
649397,1.12,2.39,-1.33,464.12,-79.55,-123.07
649409,1.33,2.84,-1.27,471.74,-53.51,-91.98
649421,1.52,3.17,-1.11,483.51,-30.95,-63.74
649433,1.39,3.46,-0.87,488.88,-7.48,-32.89
649445,1.25,3.61,-0.63,495.22,5.82,-5.94
649457,1.18,3.97,-0.54,489.85,31.12,15.52
649469,0.9,4.31,-0.49,485.58,60.88,27.54
649481,0.48,4.46,-0.53,477.23,79.96,30.46
649493,-0.08,4.64,-0.66,467.53,81.73,26.32
649505,-0.59,4.63,-0.57,464.43,56.97,11.07
649517,-0.92,4.93,-0.38,472.84,11.55,-13.68
649529,-1.34,5.13,-0.26,475.95,-49.18,-49.84
649541,-1.64,5.28,-0.26,479.36,-113.21,-89.84
649553,-1.67,5.53,-0.09,476.32,-155.65,-133.13
649565,-1.57,5.88,0.3,475.34,-167.17,-187.4
649577,-1.66,6.04,1.19,488.45,-159.67,-248.56
649589,-1.89,6.23,2.11,511.86,-142.9,-313.5
649753,4.74,11.12,5.57,-565.21,-638.88,-652.28
649765,4.9,10.44,5.01,-695.03,-700.59,-482.16
649777,5.46,10.68,3.91,-778.5,-756.93,-323.19
649789,5.47,10.45,2.45,-819.66,-937.11,-164.84
649813,5.93,10.23,-1.73,-742.28,-1676.62,435.89
649825,7.48,9.97,-4.4,-472.28,-1843.76,678.94
649837,7.4,10.75,-5.72,-49.66,-1845.59,650.28
649849,5.19,12.2,-6.25,388.57,-1621.01,608.33
649861,4.28,14.11,-5.59,835.71,-1181.07,535.89
649873,3.81,16.0,-5.47,1250.89,-562.29,487.17
649885,5.13,16.0,-7.78,1467.47,403.93,553.45
649897,2.29,16.0,-11.64,1640.28,1218.5,433.7
649909,-7.73,16.0,-13.37,1019.55,1287.52,167.41
649921,-16.0,16.0,-10.04,432.72,438.62,194.31
649933,-14.46,16.0,-4.57,714.73,-364.92,1080.1
649945,-5.81,16.0,-5.01,1135.89,-426.81,881.99
649957,-3.49,16.0,-7.01,1100.77,174.9,377.11
649969,-7.3,16.0,-6.61,622.29,353.44,100.71
649981,-7.61,16.0,-4.46,632.47,575.82,367.29
649993,-6.5,16.0,-3.85,645.71,691.24,498.27
650005,-5.16,16.0,-3.09,473.94,799.84,510.89
650017,-5.35,16.0,-1.95,392.05,834.05,553.21
