time,ax,ay,az,gx,gy,gz
558866,0.35,0.62,0.51,3.63,14.29,-33.13
558878,0.27,0.61,0.48,-5.82,17.4,-31.18
558890,0.24,0.57,0.42,-9.17,14.6,-27.95
558902,0.18,0.56,0.36,-10.15,6.49,-24.05
558914,0.12,0.55,0.33,-7.77,-6.99,-18.68
558926,0.11,0.54,0.32,-0.88,-21.32,-12.4
558938,0.16,0.55,0.35,6.19,-27.42,-8.56
558950,0.2,0.57,0.38,14.61,-24.67,-4.05
558962,0.19,0.63,0.43,10.22,-21.44,-10.02
558974,0.19,0.7,0.39,11.13,-16.81,-13.07
558986,0.21,0.77,0.36,9.0,-14.79,-13.32
558998,0.25,0.77,0.32,12.47,-10.77,-14.72
559010,0.3,0.82,0.3,15.83,-0.71,-24.9
559022,0.33,0.89,0.35,20.22,12.65,-24.05
559034,0.31,0.95,0.37,13.57,22.1,-27.04
559046,0.33,0.99,0.35,15.52,32.52,-28.07
559058,0.36,1.07,0.33,18.14,43.01,-28.93
559070,0.31,1.22,0.28,22.11,48.19,-30.76
559082,0.24,1.47,0.27,35.34,44.96,-37.71
559094,0.19,1.79,0.28,37.47,34.6,-41.18
559106,0.21,1.95,0.27,27.35,26.06,-37.4
559118,0.26,1.87,0.29,10.4,19.6,-29.17
559130,0.31,1.59,0.28,3.39,15.02,-22.83
559142,0.27,1.37,0.35,6.99,8.56,-13.5
559298,0.01,0.61,0.31,7.11,57.4,-5.02
559310,-0.05,0.55,0.32,8.63,55.82,-4.78
559322,-0.11,0.49,0.34,8.45,53.19,-6.67
559334,-0.19,0.43,0.34,10.34,46.85,-9.35
559346,-0.25,0.41,0.35,10.77,36.0,-15.39
559370,-0.27,0.43,0.34,17.47,2.04,-28.99
559382,-0.27,0.49,0.33,20.83,-19.0,-38.07
559394,-0.26,0.58,0.26,17.11,-41.68,-45.94
559406,-0.26,0.61,0.18,10.71,-57.96,-46.79
559418,-0.28,0.61,0.11,3.88,-75.59,-43.5
