time,ax,ay,az,gx,gy,gz
244452,-0.36,0.18,0.05,47.84,106.0,0.71
244464,-0.33,0.18,0.05,34.55,100.33,2.84
244476,-0.36,0.27,0.05,16.38,94.54,3.51
244488,-0.43,0.39,0.04,3.21,78.07,-3.19
244888,0.28,0.32,0.11,11.01,105.57,203.88
244900,0.29,0.15,0.12,15.64,111.67,214.91
244912,0.55,0.07,0.11,32.11,113.44,206.5
244924,1.02,0.29,0.18,68.21,123.8,170.65
244948,1.33,0.67,0.6,96.19,157.22,67.6
244960,1.37,0.78,0.72,124.85,117.83,33.88
244972,1.58,1.05,0.52,141.74,70.39,23.57
244984,1.59,1.22,0.36,126.38,43.87,30.16
244996,1.5,1.22,0.53,120.4,20.02,40.28
245008,1.46,1.3,0.6,119.55,11.12,49.24
245020,1.38,1.2,0.55,107.6,23.56,55.83
245032,1.17,0.94,0.48,102.17,37.89,57.6
245044,0.8,0.78,0.42,100.03,40.02,60.46
245056,0.62,0.61,0.33,99.0,26.73,69.67
245068,0.61,0.45,0.3,100.52,31.37,73.27
245080,0.49,0.36,0.31,97.66,53.87,73.57
245092,0.36,0.23,0.28,96.5,84.41,69.91
245104,0.19,0.15,0.18,100.58,109.9,68.88
245116,0.03,0.07,0.1,103.45,108.26,70.65
245128,0.05,0.02,-0.05,118.39,94.35,69.55
245140,-0.31,0.17,0.31,94.3,49.9,69.61
245152,0.16,0.09,0.31,91.68,33.26,65.4
245164,0.38,0.26,0.38,67.35,70.57,53.82
245321,1.21,1.33,1.11,27.23,-37.54,-31.12
245333,1.1,1.26,1.09,11.19,-31.62,-17.89
245345,1.14,1.12,1.05,2.72,-46.81,-3.32
245357,1.19,0.9,0.96,3.02,-63.21,9.55
245369,1.25,0.67,0.84,6.93,-65.4,23.7
245393,1.1,0.3,0.74,6.25,-35.34,44.85
245405,0.92,0.14,0.69,13.33,-27.48,51.01
245417,0.77,0.06,0.64,20.89,-29.24,54.73
245429,0.66,0.01,0.58,25.89,-30.71,56.44
245441,0.55,-0.02,0.54,28.21,-27.11,57.17
245453,0.47,-0.08,0.5,30.34,-22.96,57.41
245465,0.47,-0.1,0.45,33.75,-15.28,56.62
245477,0.44,-0.14,0.43,36.68,-6.07,55.77
245489,0.41,-0.18,0.45,42.72,-0.95,54.12
245501,0.4,-0.13,0.47,46.25,1.18,53.88
245513,0.45,-0.11,0.46,47.72,2.71,57.48
245525,0.5,-0.11,0.41,50.22,7.04,60.77
245537,0.47,-0.1,0.36,53.69,10.21,66.01
245549,0.5,-0.08,0.34,61.01,10.21,71.99
245561,0.48,-0.07,0.32,65.03,18.19,77.54
245573,0.41,-0.06,0.36,70.46,21.91,82.66
245585,0.48,-0.06,0.38,77.53,23.44,89.61
245597,0.71,-0.04,0.42,88.21,28.13,93.15
245753,1.46,0.79,0.48,148.94,102.83,136.99
245765,1.08,0.68,0.42,146.19,92.16,142.05
245777,0.73,0.53,0.38,143.39,83.32,140.83
245789,0.55,0.44,0.33,143.33,77.95,139.98
245813,0.39,0.34,0.21,131.62,90.45,133.09
245825,0.32,0.3,0.19,128.27,90.69,128.27
245837,0.27,0.25,0.2,126.07,90.57,122.29
245849,0.25,0.22,0.19,125.1,90.76,116.81
245861,0.21,0.2,0.21,123.08,90.57,109.73
245873,0.24,0.2,0.21,118.88,90.94,102.11
245885,0.27,0.26,0.19,113.51,93.74,94.06
245897,0.3,0.31,0.22,104.18,96.0,86.38
245909,0.41,0.3,0.26,97.35,91.91,78.45
245921,0.52,0.35,0.25,92.6,96.49,67.11
245933,0.58,0.37,0.3,85.52,94.6,54.91
245945,0.62,0.43,0.38,82.17,87.83,47.35
245957,0.68,0.51,0.48,77.47,73.93,42.29
245969,0.79,0.58,0.54,69.06,65.88,38.45
245981,0.84,0.62,0.62,56.68,64.47,37.84
245993,0.83,0.63,0.69,45.22,61.18,34.85
246005,0.81,0.65,0.73,40.89,48.8,28.45
246017,0.85,0.74,0.72,45.16,28.56,19.55
246029,0.91,0.78,0.71,51.19,6.3,12.23
246185,0.48,0.06,0.5,40.28,-13.63,51.68
246197,0.48,0.08,0.43,41.86,-2.96,48.09
246209,0.4,0.1,0.4,36.5,14.6,46.2
246221,0.31,0.08,0.4,30.52,19.35,44.98
246233,0.38,0.12,0.4,28.88,21.18,39.73
246257,0.37,0.2,0.4,27.47,23.32,23.39
246269,0.37,0.25,0.41,29.24,16.0,15.83
246281,0.32,0.35,0.43,26.44,2.22,10.1
246293,0.45,0.42,0.44,22.11,-9.49,5.46
246305,0.64,0.45,0.45,21.68,-8.15,3.09
246317,0.66,0.48,0.48,22.84,-7.05,1.87
246329,0.75,0.47,0.53,29.61,-9.24,1.56
246341,0.77,0.5,0.54,37.29,-11.56,-0.45
246353,0.7,0.5,0.59,44.79,-17.66,-1.85
246365,0.69,0.51,0.62,52.53,-16.2,-4.66
246377,0.61,0.51,0.63,58.02,-8.27,-9.96
246389,0.54,0.49,0.6,62.78,-0.59,-14.9
246401,0.55,0.51,0.61,67.66,12.1,-21.85
246413,0.64,0.46,0.66,75.89,28.68,-30.33
246425,0.77,0.44,0.64,87.35,42.46,-37.04
246437,0.76,0.41,0.61,95.46,44.29,-44.23
246449,0.61,0.42,0.66,106.56,30.82,-49.35
246461,0.09,0.18,1.35,130.03,-38.45,-76.3
246616,1.09,0.33,0.94,-62.47,38.93,69.06
246628,0.93,0.23,0.86,-76.25,39.72,82.41
246640,0.77,0.25,0.77,-89.6,45.82,92.41
246652,0.63,0.3,0.61,-99.11,54.41,95.4
247054,1.66,0.28,1.03,25.4,-193.94,-16.12
247066,1.72,-0.06,1.01,15.64,-203.03,-2.71
247078,1.82,-0.48,1.1,5.46,-191.26,20.22
247090,1.95,-0.79,1.22,-6.18,-161.38,43.15
247114,2.45,-1.14,1.14,-12.1,-114.24,78.21
247126,2.78,-0.86,1.23,-9.78,-98.63,97.84
247138,2.97,-0.68,1.39,-14.29,-79.92,130.95
247150,3.1,-0.3,1.46,-32.71,-44.0,182.66
247162,3.06,0.13,1.48,-64.6,-0.1,246.07
247174,3.1,0.71,1.36,-97.34,33.38,313.94
247186,3.11,1.46,1.43,-126.37,56.55,374.55
247198,2.93,2.36,1.9,-152.89,72.1,414.98
247210,2.82,3.5,2.09,-188.99,78.87,439.24
247222,2.63,4.41,2.12,-230.45,72.34,461.81
247234,2.04,5.25,2.36,-263.75,32.22,480.77
247246,1.81,5.9,2.55,-292.89,-6.07,499.24
247258,1.38,6.34,2.58,-328.14,-24.49,515.83
247270,0.77,6.54,2.31,-346.55,-49.67,516.62
247282,0.44,6.32,1.85,-347.1,-79.12,510.46
247294,-0.17,5.91,1.16,-328.68,-130.4,506.5
247306,-0.82,5.24,0.56,-297.16,-157.66,508.7
247318,-2.2,4.01,-0.85,-277.4,-76.56,480.71
247330,-3.83,2.98,-1.83,-278.87,139.78,452.54
247492,1.93,4.83,1.32,288.51,-54.49,-396.98
247504,2.53,4.28,1.76,237.6,-83.51,-324.17
247516,2.72,3.44,1.83,179.0,-130.16,-252.65
247528,2.77,2.51,1.6,133.33,-173.7,-188.5
247552,2.75,0.61,1.71,89.12,-186.32,-109.41
247564,2.75,-0.05,1.67,67.11,-173.57,-91.85
247576,2.75,-0.43,1.52,54.85,-168.76,-94.35
247588,2.73,-0.91,1.43,41.56,-179.43,-67.59
247600,2.83,-1.27,1.47,28.14,-196.81,-51.43
247612,2.94,-1.53,1.51,5.1,-195.53,-31.37
247624,2.96,-1.58,1.37,-17.71,-202.66,-5.51
247636,2.99,-1.49,1.13,-30.39,-213.57,32.9
247648,2.85,-1.29,1.07,-32.34,-206.26,77.96
247660,2.68,-0.97,1.13,-27.59,-167.78,123.09
247672,2.43,-0.66,1.2,-22.04,-107.23,168.76
247684,2.28,-0.34,1.1,-20.33,-44.67,206.62
247696,2.09,-0.07,1.05,-21.12,-0.65,235.83
247708,1.92,0.23,1.07,-31.98,16.91,259.43
247720,1.77,0.49,1.03,-52.83,8.07,281.13
247732,1.65,0.95,1.24,-78.68,-15.95,307.72
247744,1.87,1.82,1.86,-105.21,-11.2,329.06
247756,2.18,3.0,2.73,-142.65,28.32,328.27
247768,2.7,4.39,3.23,-186.12,17.04,314.31
247930,1.45,4.46,2.63,-556.37,136.37,543.57
247942,1.51,4.34,2.14,-560.7,138.56,516.2
247954,1.66,4.18,1.69,-557.95,141.85,488.27
247966,1.94,4.06,1.33,-546.79,150.51,466.56
247990,2.11,4.13,0.6,-524.29,204.23,407.84
248002,1.54,3.4,-0.31,-509.66,205.94,387.78
248014,0.9,2.8,-0.77,-485.39,215.02,375.83
248026,0.6,2.34,-1.06,-464.54,257.34,333.94
248038,0.3,1.97,-1.56,-441.06,306.85,270.71
248050,0.01,1.54,-1.92,-422.77,319.47,204.24
248062,-0.1,1.31,-2.63,-415.7,276.3,154.55
248074,-0.02,1.21,-3.28,-386.31,221.37,103.7
248086,-0.11,1.32,-3.64,-346.92,146.12,40.59
248098,-0.13,1.39,-3.89,-291.12,52.58,-4.72
248110,0.22,1.54,-4.27,-231.06,-34.85,-19.78
248122,0.21,1.62,-4.45,-160.51,-100.83,-19.6
248134,-0.02,1.88,-4.45,-82.1,-133.76,-8.26
248146,-0.17,2.0,-4.36,1.74,-138.21,6.68
248158,-0.09,2.02,-4.32,88.45,-132.23,14.98
248170,-0.08,1.9,-4.12,175.46,-138.33,9.49
248182,-0.16,1.8,-3.75,256.86,-162.54,-10.76
248194,-0.17,1.73,-3.36,329.67,-201.01,-44.72
248206,-0.11,1.74,-2.89,389.3,-245.22,-84.72
248371,-0.47,6.01,-0.32,590.4,117.58,-200.27
248383,-0.68,6.1,-0.24,575.16,110.57,-175.88
248395,-1.26,6.23,-0.19,545.34,56.79,-167.34
248407,-1.75,6.56,-0.13,525.22,-18.39,-171.61
248431,-1.91,6.91,1.43,512.11,-76.38,-223.26
248443,-1.81,7.3,2.33,512.41,-43.09,-285.82
248455,-2.23,7.84,3.24,500.22,3.26,-351.3
248467,-2.58,8.35,4.22,490.64,2.83,-423.13
248479,-2.46,8.77,4.8,464.36,-69.18,-514.29
248491,-2.19,9.16,4.99,408.21,-229.18,-631.98
248503,-1.55,9.56,5.75,327.96,-366.68,-735.51
248515,-0.63,9.85,6.66,238.57,-419.49,-819.66
248527,0.68,10.01,6.93,130.64,-418.09,-873.87
248539,1.39,11.01,7.36,4.24,-423.94,-906.73
248551,2.4,12.04,7.31,-123.62,-441.07,-913.07
248563,3.28,12.89,7.01,-289.66,-557.96,-880.27
248575,4.49,13.33,5.05,-466.79,-758.82,-776.98
248587,5.85,12.29,4.7,-657.16,-862.96,-609.6
248599,7.17,10.96,3.54,-829.23,-878.33,-384.78
248611,7.05,10.14,2.59,-928.87,-939.37,-175.94
248623,6.65,10.26,0.82,-957.53,-1137.05,45.89
248635,6.14,10.72,-2.15,-901.98,-1491.44,276.87
248647,5.77,10.47,-5.65,-671.18,-1909.92,469.98
248814,-2.95,16.0,-10.42,1592.96,-533.88,238.63
248827,-2.32,16.0,-10.21,1392.66,-371.26,53.88
248838,-2.55,16.0,-8.46,1308.94,-352.17,-76.06
248850,-1.48,16.0,-8.84,1231.68,-300.89,-229.48
248874,0.68,16.0,-6.35,850.03,-47.48,-285.21
248886,1.13,14.83,-5.8,811.5,93.99,-283.68
248898,1.74,13.73,-4.87,675.34,267.22,-271.3
248910,2.29,11.84,-3.34,580.52,472.58,-265.51
248922,1.79,10.93,-2.84,486.56,717.71,-262.77
248934,0.48,9.19,-1.79,415.4,904.41,-169.11
248946,-0.06,7.84,-0.91,351.44,1022.95,-85.15
248958,-1.54,7.08,-0.13,296.5,1058.32,29.98
248970,-3.95,6.51,0.95,228.02,934.17,159.79
248982,-5.72,5.31,2.17,161.62,605.82,218.51
248994,-5.97,3.66,2.71,127.84,253.19,274.12
249006,-5.12,2.35,2.96,90.03,-31.93,309.31
249018,-3.64,1.61,2.85,66.56,-218.94,280.4
249030,-2.9,1.28,2.51,4.06,-302.48,212.6
249042,-2.57,0.76,2.02,-68.81,-354.55,166.26
249054,-1.8,0.54,1.33,-133.14,-365.46,92.9
249066,-0.74,0.68,0.78,-193.44,-313.15,0.16
249078,0.22,1.12,0.32,-252.59,-206.26,-75.39
249090,0.76,1.8,0.16,-335.45,-76.26,-121.79
249256,0.59,2.1,-1.43,-310.33,-222.11,54.43
249268,0.45,2.02,-1.51,-297.22,-181.2,57.66
249280,0.32,1.89,-1.57,-290.09,-141.26,54.98
249292,0.21,1.68,-1.54,-288.99,-101.32,50.59
249316,0.05,1.22,-1.18,-265.27,-54.73,32.11
249328,-0.01,1.1,-0.98,-237.53,-43.88,20.46
249340,-0.08,1.04,-0.89,-209.78,-35.34,7.23
249352,-0.13,0.99,-0.85,-184.9,-31.62,-4.84
249364,-0.14,1.03,-0.86,-161.79,-30.16,-18.87
249376,-0.11,1.09,-0.93,-141.49,-24.18,-35.69
249388,-0.04,1.16,-0.86,-136.25,-12.6,-53.07
249400,-0.07,1.33,-0.77,-128.62,6.3,-67.95
249412,-0.05,1.74,-0.55,-123.38,21.61,-93.01
249424,-0.06,2.23,-0.5,-119.97,31.37,-118.93
249436,-0.07,2.45,-0.69,-129.54,36.3,-135.94
249448,-0.09,2.34,-0.82,-141.73,30.45,-141.91
249460,-0.08,2.2,-0.78,-148.38,7.46,-144.96
249472,-0.12,2.14,-0.71,-149.97,-32.29,-147.89
249484,-0.15,2.09,-0.69,-150.51,-84.31,-144.23
249496,-0.18,2.01,-0.72,-148.81,-139.67,-127.52
249508,-0.12,1.96,-0.78,-144.84,-187.17,-108.99
249520,-0.0,1.94,-0.82,-143.56,-221.26,-92.4
249532,0.03,1.9,-0.79,-144.54,-246.38,-81.12
249698,0.25,0.58,-0.42,-120.76,-135.65,-72.04
249710,0.24,0.53,-0.4,-121.25,-127.6,-77.22
249722,0.23,0.48,-0.38,-118.26,-120.46,-78.62
249734,0.21,0.45,-0.36,-116.12,-115.59,-81.3
249758,0.2,0.43,-0.32,-107.04,-111.32,-88.62
