time,ax,ay,az,gx,gy,gz
421779,0.75,0.02,0.53,50.16,105.33,116.38
421791,1.15,0.21,0.71,64.18,118.99,130.04
421803,1.34,0.57,0.81,62.29,127.83,138.33
421815,1.53,0.91,0.75,52.17,130.94,133.7
421839,1.72,1.84,1.05,57.96,95.45,55.16
421851,1.64,1.98,0.94,42.41,61.73,28.21
421863,1.39,1.78,0.92,41.44,-17.42,33.15
421875,1.45,1.71,0.49,59.73,-77.72,39.55
421887,1.56,2.01,0.31,50.52,-88.88,39.55
421899,1.52,2.16,0.31,30.28,-70.4,45.71
421911,1.22,1.91,0.21,3.75,-47.78,54.18
421923,0.76,1.36,0.11,-9.9,-54.31,57.96
421935,0.28,0.89,-0.04,0.77,-83.57,60.28
421947,0.11,0.51,-0.07,32.41,-108.63,66.5
421959,0.17,0.35,0.03,70.71,-101.01,52.41
421971,0.11,0.56,0.03,80.28,-57.84,18.09
421983,-0.1,0.62,-0.07,63.27,6.18,-8.62
421995,-0.46,0.31,-0.14,45.16,52.89,-31.85
422007,-0.86,0.0,-0.31,49.67,65.82,-66.18
422019,-1.18,-0.16,-0.42,63.57,49.96,-86.49
422031,-1.26,-0.25,-0.43,81.01,20.82,-106.85
422043,-1.16,-0.21,-0.33,96.01,-1.68,-126.55
422055,-0.96,-0.07,-0.18,107.78,0.39,-153.62
422214,1.82,3.19,0.17,-51.61,-270.34,-145.39
422226,1.96,2.98,0.08,-66.92,-227.35,-117.77
422238,1.84,2.62,0.04,-82.83,-184.73,-93.19
422250,1.45,2.1,-0.02,-91.25,-180.89,-78.5
422274,1.64,1.3,-0.11,-64.17,-221.38,-43.07
422286,1.51,0.89,-0.09,-85.45,-160.22,-22.77
422298,1.32,0.37,0.02,-89.42,-139.98,-18.99
422310,1.28,-0.05,0.09,-78.87,-134.06,-6.73
422322,1.34,-0.31,0.13,-65.94,-117.66,-7.4
422334,1.38,-0.44,0.13,-55.64,-88.94,-10.39
422346,1.29,-0.51,0.13,-51.86,-60.65,-4.41
422358,1.17,-0.62,0.14,-54.42,-41.81,12.96
422370,1.09,-0.78,0.05,-44.6,-29.12,26.99
422382,1.04,-0.84,-0.08,-32.59,-23.63,48.09
422394,1.12,-0.84,-0.21,-11.98,-16.81,69.24
422406,1.21,-0.74,-0.29,13.51,3.44,90.83
422418,1.28,-0.54,-0.17,31.25,30.88,114.49
422430,1.34,-0.33,-0.06,49.24,56.12,139.91
422442,1.44,-0.09,0.08,63.69,92.04,166.26
422454,1.58,0.17,0.16,80.95,136.67,189.18
422466,1.6,0.45,0.18,86.44,183.62,214.73
422478,1.68,0.63,0.16,90.83,230.21,233.88
422490,1.75,0.9,0.13,94.06,268.01,243.57
422652,-0.21,0.9,-0.14,43.33,106.06,106.87
422664,-0.26,0.75,-0.17,40.58,123.07,90.28
422676,-0.4,0.5,-0.11,39.0,122.4,69.24
422688,-0.5,0.29,-0.09,55.34,91.91,49.98
422712,-0.44,0.15,-0.11,91.93,33.44,25.89
422724,-0.33,0.14,-0.2,93.08,26.67,18.57
422736,-0.23,0.14,-0.3,83.69,40.33,15.22
422748,-0.26,0.15,-0.3,63.45,63.01,14.49
422760,-0.27,0.21,-0.29,38.75,92.22,12.23
422772,-0.42,0.28,-0.16,5.34,102.83,6.38
422784,-0.51,0.31,0.18,-3.87,81.85,-15.63
422796,-0.61,0.62,0.48,-25.82,30.51,-44.29
422808,-0.21,0.83,0.58,-38.87,-24.73,-60.94
422820,0.08,1.12,0.53,-84.78,-54.18,-67.65
422832,0.24,1.22,0.58,-125.09,-70.1,-70.39
422844,0.49,1.5,0.43,-156.61,-78.57,-83.5
422856,0.96,1.58,0.4,-157.34,-80.46,-108.68
422868,1.42,1.42,0.75,-135.88,-84.49,-139.72
422880,1.52,1.42,1.31,-112.22,-111.01,-151.55
422892,1.53,1.66,1.51,-92.95,-135.1,-136.24
422904,1.55,1.99,1.24,-108.01,-115.1,-117.1
422916,1.52,1.82,1.05,-116.79,-88.39,-85.09
422928,1.44,1.73,0.99,-141.25,-89.43,-63.62
423090,0.06,-0.55,-0.05,27.29,-46.81,-37.22
423102,-0.08,-0.53,0.05,20.28,-31.38,-30.09
423114,-0.01,-0.62,0.01,15.16,-11.26,-24.54
423126,-0.02,-0.69,-0.08,22.17,-12.11,-19.23
423150,0.42,-0.53,0.06,48.82,-26.44,4.79
423162,0.68,-0.4,0.31,56.62,-27.11,24.37
423174,1.0,-0.19,0.65,55.77,-10.46,46.26
423186,1.31,0.08,0.93,44.73,22.4,69.91
423198,1.55,0.28,1.08,34.12,52.22,89.31
423210,1.79,0.79,1.23,37.84,66.43,93.27
423222,2.19,1.57,1.51,39.55,82.89,81.62
423234,2.47,1.87,1.52,25.4,88.93,70.59
423246,2.17,1.93,1.4,12.53,52.65,37.72
423258,1.74,1.85,1.25,16.25,-9.85,40.95
423270,1.31,1.89,1.08,26.99,-72.66,44.67
423282,1.22,2.01,1.06,23.45,-118.15,49.61
423294,1.22,1.99,0.83,12.78,-125.4,11.93
423306,0.95,1.67,0.58,0.16,-104.79,5.89
423318,0.48,1.21,0.35,5.95,-93.63,-4.72
423330,0.11,0.83,0.28,12.29,-73.94,-11.37
423342,-0.12,0.69,0.34,33.82,-42.35,-32.71
423354,-0.41,0.62,0.38,71.93,4.96,-6.0
423366,-0.37,0.51,0.3,75.58,52.58,-34.29
423524,-0.53,1.34,-0.79,79.12,-233.63,-325.76
423536,-0.47,1.65,-0.54,56.38,-211.01,-304.84
423548,-0.43,2.53,-0.25,53.69,-203.76,-313.5
423560,0.03,3.3,-0.21,96.8,-183.03,-325.57
423584,1.01,3.17,0.18,143.94,-109.12,-288.93
423596,0.72,3.56,0.4,147.72,-139.06,-274.41
423608,0.6,3.56,0.23,134.36,-166.74,-209.05
423620,0.79,3.14,0.0,101.93,-175.4,-112.34
