time,ax,ay,az,gx,gy,gz
525651,-0.02,2.99,-0.04,147.17,140.15,-328.44
525663,0.38,3.09,-0.1,100.95,199.54,-283.13
525675,0.51,3.0,-0.11,54.12,231.91,-240.69
525687,0.31,2.65,-0.06,23.14,213.13,-204.54
525711,-0.62,2.17,-0.09,8.94,13.56,-94.9
525723,-0.92,2.0,0.03,13.51,-153.15,-28.26
525735,-0.68,1.66,0.04,28.21,-323.15,39.0
525747,-0.17,1.41,-0.08,57.41,-451.01,82.17
525759,0.25,1.39,-0.23,79.12,-523.15,97.23
525771,0.58,1.43,-0.44,74.73,-543.03,101.07
525783,0.91,1.35,-0.49,43.45,-510.04,102.41
525795,1.26,1.15,-0.34,-2.47,-429.98,97.9
525807,1.43,0.78,-0.1,-38.99,-346.68,88.27
525819,1.36,0.41,0.08,-58.87,-280.71,60.65
525831,1.2,0.16,0.15,-70.94,-236.2,35.28
525843,1.14,-0.06,0.13,-76.0,-204.79,25.83
525855,1.08,-0.03,0.08,-71.73,-181.01,65.16
525867,1.17,-0.48,0.04,-10.7,-138.33,49.12
525879,1.11,-0.41,0.13,2.66,-117.84,48.88
525891,1.07,-0.39,0.13,13.75,-97.42,54.43
525903,1.06,-0.41,0.1,19.49,-79.37,71.44
525915,1.08,-0.52,0.03,33.63,-50.83,86.74
525927,1.03,-0.56,0.02,38.69,-28.57,110.04
526089,0.44,3.54,-0.61,6.74,216.12,120.77
526101,0.11,3.54,-0.78,-10.64,158.01,145.77
526113,-0.11,3.3,-0.73,-11.06,97.83,177.48
526125,-0.07,2.92,-0.62,-11.49,48.62,203.27
526149,0.11,2.39,-0.4,-5.09,46.73,209.24
526161,0.02,2.1,-0.32,-4.78,75.02,198.82
526173,-0.06,1.81,-0.27,3.39,85.39,184.24
526185,-0.07,1.61,-0.23,15.83,92.22,160.95
526197,-0.11,1.39,-0.24,14.79,113.99,137.17
526209,-0.22,1.21,-0.19,14.79,137.04,126.68
526221,-0.26,0.85,-0.2,7.47,152.04,91.13
526233,-0.27,0.61,-0.16,7.53,170.02,93.09
526245,-0.21,0.41,-0.05,7.9,173.99,64.67
526257,-0.22,0.32,-0.07,24.67,179.84,44.31
526269,-0.33,0.32,-0.16,33.33,180.76,41.38
526281,-0.43,0.23,-0.21,19.85,176.0,37.05
526293,-0.47,0.07,-0.16,-2.71,161.55,47.11
526305,-0.36,-0.08,-0.13,-4.6,147.95,42.78
