time,ax,ay,az,gx,gy,gz
260615,-0.26,1.72,-0.15,8.94,-74.12,-111.43
260627,-0.12,1.71,-0.24,-7.16,-82.78,-122.4
260639,0.05,1.45,-0.23,-14.97,-84.06,-134.96
260651,0.1,1.23,-0.15,-7.77,-86.32,-154.72
260675,0.08,1.33,0.01,19.36,-101.32,-183.62
260687,0.07,1.49,0.03,25.58,-110.53,-186.12
260699,0.13,1.62,-0.04,25.77,-110.95,-179.29
260711,0.18,1.67,-0.12,19.12,-100.53,-173.68
260723,0.2,1.65,-0.14,14.61,-85.34,-168.19
260735,0.21,1.57,-0.1,14.0,-73.7,-160.82
260747,0.23,1.46,-0.02,15.22,-69.18,-153.93
260759,0.26,1.34,0.03,13.63,-69.85,-144.9
260771,0.28,1.19,0.09,10.28,-72.78,-132.89
260783,0.29,1.04,0.1,4.3,-76.32,-118.26
260795,0.27,0.88,0.08,-1.92,-80.71,-100.82
260807,0.27,0.74,0.04,-5.94,-85.77,-85.09
260819,0.27,0.63,0.03,-6.73,-90.65,-73.26
260831,0.26,0.56,0.03,-2.89,-95.71,-65.27
260843,0.25,0.54,0.01,3.27,-102.35,-59.29
260855,0.26,0.55,0.01,8.14,-108.94,-55.63
260867,0.27,0.6,0.0,10.64,-113.94,-53.68
260879,0.29,0.64,-0.01,8.63,-117.9,-52.65
260891,0.32,0.67,-0.01,6.07,-119.43,-53.26
261052,0.49,1.26,-0.11,12.23,22.04,-57.22
261064,0.49,1.31,-0.11,14.12,29.17,-44.66
261076,0.47,1.31,-0.1,14.85,33.99,-28.26
261088,0.41,1.34,-0.13,25.58,36.67,-14.35
261112,0.34,1.78,-0.05,42.84,33.62,12.17
261124,0.4,1.74,-0.04,28.27,31.0,36.13
261136,0.41,1.53,-0.02,18.82,31.49,54.79
261148,0.36,1.38,-0.04,18.45,31.18,68.51
261160,0.32,1.35,-0.07,21.74,27.28,81.38
261172,0.29,1.36,-0.13,26.44,26.24,95.34
261184,0.25,1.46,-0.16,29.73,30.15,106.5
261196,0.24,1.57,-0.15,26.01,37.22,115.46
261208,0.24,1.6,-0.13,17.29,46.12,124.37
261220,0.24,1.57,-0.13,8.69,55.39,129.24
261232,0.25,1.5,-0.13,2.47,64.6,130.71
261244,0.26,1.44,-0.13,-2.16,75.45,130.89
261256,0.24,1.36,-0.1,-6.67,86.61,132.05
261268,0.22,1.27,-0.09,-11.12,96.91,134.79
261280,0.16,1.21,-0.08,-15.82,108.26,142.72
261292,0.15,1.05,-0.04,-17.95,118.13,144.61
261304,0.1,0.94,0.01,-16.43,123.26,152.96
261316,0.07,0.89,0.05,-17.28,122.89,153.09
261328,0.06,0.88,0.05,-19.11,117.58,158.94
261486,-0.18,0.75,-0.08,-49.78,-65.16,76.87
261498,-0.14,0.77,-0.07,-46.49,-76.87,59.91
261510,-0.1,0.81,-0.09,-43.44,-85.1,43.57
261522,-0.07,0.87,-0.1,-43.2,-90.16,27.11
