time,ax,ay,az,gx,gy,gz
294753,-0.55,1.97,-0.24,126.19,10.57,-284.41
294765,-0.32,2.14,-0.16,134.97,23.74,-283.68
294777,-0.18,2.21,-0.05,136.99,41.3,-275.69
294789,-0.18,2.29,0.01,129.61,52.28,-259.96
294801,-0.15,2.37,0.02,115.16,53.62,-235.39
294813,-0.03,2.43,0.04,101.8,48.32,-204.48
294825,0.07,2.39,0.08,87.78,34.47,-174.9
294837,0.05,2.25,0.15,72.23,2.46,-146.0
294849,-0.03,2.15,0.24,66.86,-58.27,-115.33
294861,-0.04,2.14,0.24,64.18,-146.44,-85.33
294873,0.06,2.07,0.1,59.97,-243.88,-54.17
294885,0.26,1.92,-0.03,57.78,-326.87,-24.41
294897,0.53,1.75,-0.13,53.82,-380.4,3.63
294909,0.88,1.56,-0.16,49.55,-391.5,22.66
294921,1.23,1.34,-0.09,37.23,-360.95,31.74
294933,1.42,1.13,-0.0,11.44,-308.88,35.83
294945,1.48,0.85,0.04,-10.39,-256.99,32.23
294957,1.46,0.56,0.08,-26.79,-214.0,25.89
294969,1.44,0.3,0.1,-40.57,-185.53,24.49
295131,1.35,1.93,-0.09,55.83,169.41,201.32
295143,1.17,2.99,-0.22,-5.39,185.57,219.12
295155,0.87,3.91,-0.58,-66.92,205.02,229.55
295167,0.38,4.11,-0.67,-61.18,213.13,232.05
295191,-0.32,3.46,-0.94,-46.0,172.77,225.34
295203,-0.49,3.25,-0.85,-65.94,193.5,206.38
295215,-0.82,2.76,-0.75,-60.7,208.5,182.48
295227,-0.81,2.44,-0.58,-31.49,217.16,148.51
295239,-0.91,2.06,-0.54,-6.43,234.23,118.27
295251,-1.17,1.59,-0.5,18.27,242.71,87.96
295263,-1.3,1.23,-0.54,44.3,238.01,63.63
295275,-1.27,0.98,-0.58,63.51,241.79,39.12
295287,-1.23,0.8,-0.47,83.39,242.16,4.67
295299,-1.22,0.71,-0.36,109.18,224.96,-34.78
295311,-1.2,0.64,-0.33,131.86,190.39,-69.6
295323,-1.17,0.57,-0.32,151.01,146.55,-96.18
295335,-1.11,0.46,-0.35,153.63,106.24,-111.98
295347,-0.99,0.3,-0.32,145.4,76.67,-118.74
295359,-0.86,0.19,-0.28,131.74,58.62,-122.52
295371,-0.71,0.16,-0.21,117.96,56.91,-129.78
295383,-0.65,0.34,-0.15,106.32,56.37,-141.0
295395,-0.67,0.63,-0.21,90.22,37.65,-149.17
295407,-0.71,0.69,-0.36,69.61,-1.5,-149.48
295571,0.49,2.54,-0.24,11.86,-134.37,13.82
295583,0.51,2.24,-0.07,-1.31,-141.99,40.28
295595,0.48,1.88,0.16,-9.29,-156.32,57.41
295607,0.45,1.52,0.33,-13.62,-172.11,70.28
295631,0.54,0.9,0.27,-38.26,-177.29,77.41
295643,0.56,0.62,0.31,-55.03,-170.22,70.59
295655,0.58,0.33,0.41,-68.5,-162.23,64.31
295667,0.66,0.02,0.54,-79.9,-155.22,59.85
295679,0.73,-0.29,0.66,-87.4,-152.84,55.89
295691,0.73,-0.47,0.7,-74.23,-158.82,48.21
295703,0.77,-0.49,0.62,-62.1,-165.22,46.01
295715,0.93,-0.47,0.51,-51.49,-160.1,54.24
295727,1.05,-0.47,0.37,-48.26,-145.16,68.45
295739,1.21,-0.5,0.29,-41.25,-114.18,86.5
295751,1.37,-0.43,0.4,-20.7,-70.53,102.05
295763,1.49,-0.17,0.51,-4.23,-21.13,108.33
295775,1.54,0.25,0.57,-13.44,26.55,135.59
295787,1.5,0.5,0.54,-32.53,60.88,158.15
295799,1.37,0.61,0.42,-43.14,80.57,182.41
