time,ax,ay,az,gx,gy,gz
468494,0.2,1.18,-0.09,-19.23,73.38,132.35
468506,0.2,1.12,-0.07,-23.56,78.99,143.76
468518,0.21,0.97,-0.09,-22.59,91.0,145.16
468530,0.18,0.87,-0.06,-23.01,98.93,152.11
468554,0.15,0.76,-0.05,-24.17,110.51,157.23
468566,0.14,0.72,-0.06,-26.12,112.83,161.5
468578,0.1,0.69,-0.08,-27.71,109.11,162.78
468590,0.06,0.67,-0.13,-26.12,95.88,163.15
468602,0.02,0.67,-0.16,-22.04,76.0,165.4
468614,0.16,0.66,-0.26,-16.0,74.54,158.7
468626,0.34,0.71,-0.38,-13.44,101.0,147.84
468638,0.35,0.84,-0.46,-19.23,135.33,138.57
468650,0.21,0.94,-0.58,-39.36,153.13,136.07
468662,0.08,0.93,-0.59,-60.88,152.71,136.13
468674,0.08,0.79,-0.56,-62.65,141.97,131.87
468686,0.19,0.7,-0.48,-49.05,134.17,127.35
468698,0.33,0.7,-0.39,-24.66,134.84,114.98
468710,0.41,0.8,-0.35,-6.12,138.07,107.05
468722,0.35,0.89,-0.33,-5.51,138.32,105.04
468734,0.3,0.85,-0.29,-10.27,129.23,107.72
468746,0.35,0.77,-0.27,-4.78,120.82,110.46
468758,0.46,0.83,-0.19,7.6,113.32,112.54
468770,0.57,0.99,-0.14,8.51,100.69,111.01
468931,0.57,0.96,0.42,-8.81,75.39,92.9
468943,0.51,0.9,0.44,-3.75,71.18,87.41
468955,0.47,0.89,0.46,0.83,67.4,81.32
468967,0.42,0.85,0.45,0.77,65.76,77.84
468979,0.37,0.78,0.44,-3.01,66.91,75.28
469003,0.3,0.57,0.36,-18.44,71.79,73.27
469015,0.27,0.47,0.36,-23.99,77.58,72.54
469027,0.26,0.33,0.32,-25.57,83.01,65.46
469039,-0.29,0.4,0.56,-42.04,30.88,36.13
469051,-0.87,0.24,0.84,-71.73,-53.57,20.4
469063,0.03,-0.03,0.83,-55.15,-83.94,46.56
469075,0.63,0.15,0.7,-24.97,-64.43,34.06
469087,0.68,0.32,0.55,-47.83,9.78,20.89
469099,0.66,0.17,0.4,-52.28,62.71,21.07
469111,0.62,0.07,0.23,-37.4,95.82,31.56
469123,0.33,0.13,0.22,-28.44,86.91,37.54
469135,0.3,0.04,0.25,-5.21,30.27,45.34
469147,0.54,0.17,0.33,16.01,-1.13,42.72
469159,0.67,0.29,0.43,22.72,3.19,43.27
469171,0.67,0.3,0.51,21.25,18.13,41.56
469183,0.76,0.29,0.59,27.05,35.57,38.88
469195,0.81,0.32,0.6,30.95,54.6,38.63
469207,0.8,0.32,0.62,34.12,65.45,41.32
469362,1.25,0.81,0.9,89.12,21.12,19.73
469374,1.22,0.83,0.74,65.95,53.44,28.88
469386,1.06,0.67,0.61,46.01,80.94,37.41
469398,0.96,0.54,0.55,41.13,91.0,42.78
469410,0.88,0.47,0.48,42.47,89.72,45.77
469434,0.79,0.43,0.46,64.0,54.6,46.32
469446,0.75,0.44,0.37,66.5,47.34,46.56
469458,0.79,0.43,0.33,66.86,50.76,49.0
469470,0.74,0.43,0.37,62.72,56.37,50.28
469482,0.66,0.36,0.41,60.77,57.22,50.83
469494,0.53,0.31,0.45,61.86,50.39,51.99
469506,0.4,0.28,0.46,59.79,37.52,53.33
469518,0.35,0.23,0.47,58.57,27.04,54.37
469530,0.35,0.24,0.44,50.1,25.57,52.05
469542,0.36,0.24,0.41,35.71,37.52,51.81
469554,0.38,0.18,0.4,22.6,53.13,52.48
469566,0.35,0.13,0.43,20.16,61.3,56.87
469578,0.34,0.1,0.49,22.84,60.76,57.66
469590,0.37,0.1,0.52,25.58,55.94,52.66
469602,0.37,0.14,0.53,27.11,51.91,46.81
469614,0.39,0.16,0.48,25.03,49.78,41.32
469626,0.45,0.2,0.48,24.73,49.78,36.32
469638,0.51,0.26,0.49,24.0,49.11,31.68
469792,1.2,0.87,1.26,50.1,-24.61,-14.54
469804,1.24,0.89,1.11,45.1,-45.34,1.26
469816,1.22,0.89,0.93,31.99,-41.07,24.12
469828,1.12,0.87,0.8,13.51,-10.04,42.41
469840,0.9,0.77,0.71,0.16,20.15,51.13
469864,0.62,0.52,0.57,7.35,3.62,51.87
469876,0.69,0.48,0.52,22.41,-10.53,47.23
469888,0.71,0.48,0.49,33.21,-10.16,44.18
469900,0.69,0.46,0.4,39.12,0.39,41.68
