time,ax,ay,az,gx,gy,gz
89706,0.87,0.66,0.65,-82.04,-60.95,-2.83
89718,1.0,0.7,0.68,-74.9,-62.11,3.88
89730,1.07,0.71,0.69,-69.42,-58.45,9.06
89742,1.12,0.74,0.74,-61.79,-51.99,10.89
89754,1.17,0.83,0.82,-54.23,-36.44,8.51
89778,1.13,0.86,0.7,-40.33,-9.73,-8.44
89790,1.06,0.83,0.58,-31.25,-16.81,-13.32
89802,1.01,0.79,0.48,-21.86,-28.76,-12.16
89814,0.99,0.79,0.44,-12.16,-37.9,-13.68
89826,1.0,0.81,0.43,-6.67,-37.6,-15.27
89838,1.01,0.75,0.47,-3.2,-28.27,-16.61
89850,1.01,0.67,0.49,2.17,-20.53,-20.82
89862,0.94,0.62,0.5,8.51,-19.43,-23.38
89874,0.87,0.56,0.5,14.55,-21.74,-25.27
89886,0.78,0.51,0.48,17.96,-22.96,-24.66
89898,0.72,0.45,0.43,18.88,-19.31,-22.71
89910,0.63,0.38,0.39,15.34,-13.27,-18.26
89922,0.56,0.29,0.4,12.84,-9.79,-13.32
89934,0.51,0.23,0.4,13.82,-5.89,-9.48
89946,0.46,0.16,0.4,12.96,-4.43,-4.72
89958,0.44,0.12,0.39,13.08,0.08,-2.16
89970,0.44,0.07,0.37,12.66,9.47,0.1
89982,0.42,0.04,0.34,13.21,18.44,0.52
90136,0.73,0.71,0.59,-26.61,-8.15,-11.12
90148,0.77,0.75,0.62,-31.31,-8.82,-12.04
90160,0.76,0.85,0.64,-37.53,-12.17,-16.73
90172,0.78,0.98,0.67,-41.67,-18.15,-26.37
90196,0.85,0.99,0.74,-37.65,-48.33,-52.04
90208,0.92,0.89,0.71,-28.68,-78.94,-53.56
90220,1.02,0.91,0.78,-20.82,-98.03,-44.9
90232,1.04,0.91,0.88,-24.66,-87.6,-30.82
90244,1.02,0.91,0.88,-34.29,-52.35,-19.35
90256,0.98,0.88,0.84,-42.04,-9.43,-15.27
90268,0.84,0.78,0.78,-44.6,17.58,-15.02
90280,0.69,0.66,0.73,-38.26,10.15,-17.89
90292,0.64,0.64,0.65,-28.56,-14.06,-24.23
90304,0.63,0.63,0.64,-23.68,-29.24,-26.18
90316,0.52,0.57,0.6,-25.03,-32.54,-26.24
90328,0.42,0.44,0.59,-28.14,-30.22,-22.28
90340,0.38,0.35,0.56,-31.61,-25.71,-18.19
90352,0.34,0.24,0.53,-33.44,-23.39,-14.23
90364,0.32,0.17,0.5,-32.47,-24.55,-11.55
90376,0.27,0.13,0.49,-29.17,-27.6,-8.99
90388,0.22,0.14,0.41,-28.68,-28.88,-7.71
90400,0.2,0.14,0.39,-29.9,-24.73,-5.63
90412,0.22,0.16,0.38,-32.28,-18.15,-4.54
90570,0.83,0.55,0.91,-10.57,-45.89,17.41
90582,0.86,0.59,0.97,-8.75,-46.81,22.35
90594,0.98,0.67,1.02,-4.05,-29.06,19.49
90606,1.04,0.71,1.08,2.17,-5.34,10.22
90618,1.04,0.69,1.12,11.99,3.13,-1.61
90642,1.17,0.84,1.0,25.77,-14.24,-13.68
90654,1.13,0.9,0.96,21.25,-16.74,-13.87
90666,1.14,0.94,0.94,16.25,-8.51,-9.96
90678,1.02,0.87,0.95,10.95,-0.53,-6.43
90690,0.95,0.78,0.87,9.18,-2.78,-3.93
90702,0.93,0.66,0.82,10.58,-7.54,-2.77
90714,0.9,0.59,0.75,14.18,-11.26,-2.89
90726,0.8,0.5,0.66,16.93,-12.9,-0.88
90738,0.65,0.43,0.6,17.66,-15.71,2.48
90750,0.53,0.35,0.52,16.93,-18.09,7.11
90762,0.43,0.29,0.48,15.34,-13.7,10.52
90774,0.27,0.22,0.44,14.79,-10.1,11.5
90786,0.17,0.16,0.42,14.06,-8.76,11.13
90798,0.12,0.12,0.4,13.02,-5.77,8.76
90810,0.1,0.1,0.35,10.16,1.12,6.13
90822,0.1,0.08,0.31,7.6,12.16,3.63
90834,0.1,0.05,0.3,4.79,20.45,0.04
90846,0.13,0.03,0.32,3.94,22.83,-3.56
90998,0.89,0.75,0.87,-10.94,-49.79,-39.23
91010,0.94,0.76,0.85,-13.81,-49.92,-33.56
91022,0.95,0.8,0.84,-11.0,-37.11,-34.35
91034,0.92,0.88,0.9,-8.68,-22.23,-41.43
91058,0.96,0.87,0.93,4.36,-36.32,-55.27
91070,1.0,0.95,0.98,9.3,-51.81,-51.24
91082,1.01,1.05,0.97,8.75,-54.12,-46.79
91094,0.97,1.12,0.93,-3.81,-37.66,-35.21
91106,0.85,1.08,0.94,-15.88,-20.65,-28.26
91118,0.68,0.96,0.89,-21.18,-21.13,-29.05
91130,0.5,0.86,0.78,-24.17,-36.62,-33.74
91142,0.37,0.77,0.68,-27.47,-58.09,-37.52
91154,0.3,0.64,0.63,-34.78,-76.07,-38.74
91166,0.24,0.5,0.56,-41.49,-89.49,-36.24
91178,0.19,0.39,0.47,-48.38,-91.81,-30.63
91190,0.25,0.31,0.42,-57.22,-83.63,-24.84
91202,0.19,0.28,0.36,-66.55,-72.66,-21.85
91214,0.12,0.21,0.32,-71.25,-69.24,-20.45
91226,0.12,0.17,0.23,-73.75,-70.34,-19.29
91238,0.14,0.16,0.16,-76.73,-68.7,-18.32
91250,0.17,0.16,0.15,-79.11,-67.96,-16.73
91262,0.22,0.12,0.19,-80.03,-68.03,-16.24
91274,0.25,0.13,0.28,-78.68,-70.04,-16.3
91432,1.35,0.8,1.39,22.72,-57.6,-3.8
91444,1.41,0.89,1.59,31.19,-48.88,-16.3
91456,1.61,0.99,1.49,33.63,-33.76,-21.18
91468,1.7,1.11,1.27,29.12,13.13,-23.74
91480,1.54,1.14,1.02,16.93,56.97,-14.6
91504,1.25,1.05,0.78,5.83,45.27,5.1
91516,1.18,0.94,0.67,8.14,22.89,8.63
91528,1.04,0.78,0.57,9.0,4.41,14.61
91540,0.91,0.63,0.54,12.72,-15.04,18.76
91552,0.83,0.51,0.49,14.49,-25.16,21.62
91564,0.66,0.35,0.43,15.89,-31.5,25.65
91576,0.52,0.27,0.42,16.86,-32.54,29.73
91588,0.34,0.19,0.45,14.49,-28.15,32.05
91600,0.14,0.11,0.48,14.49,-21.13,27.54
91612,0.03,0.09,0.47,12.9,-11.01,23.33
91624,0.03,0.01,0.41,12.84,9.47,19.55
91636,0.03,-0.03,0.33,14.85,33.13,14.98
91648,0.01,-0.01,0.29,13.39,50.21,12.17
91660,0.06,0.02,0.23,10.1,64.41,6.99
91672,0.01,0.09,0.22,4.67,72.89,-2.04
91684,-0.12,0.12,0.25,1.62,61.0,-17.16
91696,-0.24,0.15,0.27,4.36,29.66,-39.66
91708,-0.19,0.28,0.21,2.05,3.74,-61.43
91861,0.42,2.15,-0.06,15.28,-214.24,-314.9
91873,0.51,2.23,-0.07,28.57,-241.44,-335.02
91885,0.57,2.3,0.04,47.66,-267.78,-336.61
91897,0.73,2.35,0.17,55.95,-254.98,-317.46
91921,0.95,2.14,0.27,63.82,-122.23,-266.55
91933,0.86,1.88,0.23,66.86,-59.24,-233.74
91945,0.82,1.55,0.21,74.06,-18.82,-201.37
91957,0.78,1.29,0.21,70.83,4.54,-182.52
91969,0.65,0.97,0.22,61.38,13.93,-154.17
91981,0.59,0.79,0.18,48.69,1.37,-133.68
91993,0.51,0.59,0.18,41.8,-28.94,-113.44
92005,0.53,0.51,0.16,34.73,-65.59,-103.07
92017,0.55,0.46,0.18,28.02,-92.54,-91.43
92029,0.56,0.44,0.17,19.0,-108.39,-78.8
92041,0.56,0.43,0.16,10.71,-114.43,-65.76
92053,0.57,0.48,0.16,5.46,-116.81,-54.41
92065,0.52,0.47,0.17,4.3,-118.63,-43.44
92077,0.49,0.5,0.15,4.91,-119.61,-33.93
92089,0.48,0.58,0.16,6.44,-114.79,-26.43
92101,0.48,0.65,0.18,9.12,-107.42,-22.22
92113,0.46,0.73,0.21,13.69,-99.73,-19.6
92125,0.45,0.77,0.22,19.79,-93.57,-19.78
92137,0.4,0.78,0.27,25.52,-90.59,-19.9
92295,0.36,2.15,0.89,-42.28,-32.84,34.98
92307,0.28,2.16,0.93,-68.01,-86.01,57.05
92319,0.3,2.04,0.93,-91.79,-118.63,82.48
92331,0.28,1.81,0.91,-108.87,-136.44,106.13
92355,0.24,1.41,0.78,-124.9,-144.85,142.29
92367,0.19,1.21,0.69,-130.33,-131.87,153.33
92379,0.05,1.04,0.64,-133.56,-113.39,170.52
92391,0.01,0.87,0.57,-133.99,-97.23,175.83
