time,ax,ay,az,gx,gy,gz
33801,0.06,1.01,0.04,-13.62,-23.39,-44.96
33813,0.05,0.98,0.02,-15.51,-35.95,-44.48
33825,0.08,1.0,-0.0,-15.57,-46.87,-45.33
33837,0.12,1.01,-0.01,-16.37,-53.15,-48.13
33861,0.12,0.97,0.02,-16.06,-58.09,-53.56
33873,0.14,0.97,0.04,-14.17,-57.9,-56.0
33885,0.17,0.99,0.03,-11.92,-54.06,-58.19
33897,0.21,1.01,0.03,-11.73,-46.99,-58.99
33909,0.23,1.02,0.02,-11.25,-39.49,-59.54
33921,0.21,1.02,0.02,-11.55,-33.27,-59.11
33933,0.19,1.03,0.02,-11.92,-29.06,-56.79
33945,0.15,1.01,0.04,-12.47,-26.32,-54.11
33957,0.12,1.01,0.09,-12.95,-25.83,-51.73
33969,0.12,0.98,0.1,-14.78,-24.79,-49.05
33981,0.13,0.93,0.1,-17.04,-23.15,-46.98
33993,0.11,0.89,0.11,-18.07,-21.99,-44.84
34005,0.04,0.9,0.12,-19.48,-23.63,-43.74
34017,-0.01,0.98,0.1,-18.5,-31.32,-42.46
34029,-0.05,1.16,0.1,-12.59,-42.72,-43.32
34041,-0.02,1.31,0.07,-9.11,-55.95,-42.65
34053,0.05,1.34,0.02,-4.97,-64.43,-39.48
34065,0.03,1.29,0.04,-1.37,-68.33,-33.07
34077,-0.0,1.18,0.06,3.27,-67.78,-23.19
34236,-0.31,0.71,0.32,31.5,6.91,9.43
34248,-0.33,0.66,0.37,32.66,5.76,7.05
34260,-0.33,0.64,0.4,31.32,6.18,3.02
34272,-0.33,0.61,0.41,29.49,7.34,-2.34
34284,-0.3,0.58,0.41,25.1,8.19,-8.87
34308,-0.38,0.55,0.3,15.1,7.1,-22.4
34320,-0.41,0.53,0.3,11.44,1.73,-26.37
34332,-0.35,0.55,0.31,12.9,-6.68,-31.98
34344,-0.26,0.59,0.33,13.94,-11.2,-39.72
34356,-0.18,0.64,0.34,14.12,-10.34,-48.5
34368,-0.13,0.71,0.32,13.45,-7.17,-55.21
34380,-0.08,0.79,0.31,12.53,-3.88,-58.5
34392,-0.05,0.87,0.3,12.11,-0.4,-60.69
34404,0.01,0.94,0.33,12.11,2.16,-60.33
34428,0.18,1.11,0.35,13.14,13.01,-58.8
34440,0.23,1.17,0.31,10.1,20.51,-54.72
34452,0.29,1.16,0.28,7.96,30.27,-49.48
34464,0.32,1.18,0.28,6.32,40.39,-41.67
34476,0.34,1.18,0.28,3.63,49.66,-32.52
34488,0.28,1.19,0.25,-0.45,54.23,-22.89
34500,0.26,1.14,0.24,-3.62,56.06,-11.18
34512,0.27,1.1,0.25,-2.4,54.96,-1.37
34665,-0.09,1.41,-0.1,-54.17,75.02,87.05
34677,-0.09,1.36,-0.15,-57.89,66.55,91.2
34689,-0.08,1.26,-0.18,-61.79,60.94,95.16
34701,-0.05,1.13,-0.14,-61.25,57.22,96.62
34725,0.0,1.01,-0.06,-56.86,64.29,94.0
34737,0.01,0.97,-0.07,-57.53,72.34,91.5
34749,0.0,0.89,-0.08,-60.33,81.79,90.59
34761,-0.02,0.82,-0.09,-61.25,89.72,87.54
34773,-0.03,0.76,-0.12,-62.77,94.35,84.55
34785,-0.02,0.72,-0.11,-61.12,98.01,78.63
34797,-0.03,0.77,-0.11,-58.87,101.06,70.04
34809,-0.08,0.89,-0.14,-64.23,102.95,63.76
34821,-0.13,0.9,-0.19,-70.45,98.19,59.49
34833,-0.17,0.87,-0.27,-73.93,89.23,55.59
34845,-0.19,0.85,-0.3,-74.72,74.05,51.62
34857,-0.2,0.88,-0.3,-73.2,58.56,46.56
34869,-0.22,0.95,-0.32,-71.31,42.1,41.38
34881,-0.21,0.99,-0.35,-71.06,28.26,38.82
34905,-0.17,0.99,-0.42,-66.0,12.58,30.71
34917,-0.18,1.01,-0.44,-61.98,9.78,26.74
34929,-0.18,1.05,-0.4,-54.17,8.62,22.17
34941,-0.21,1.12,-0.37,-45.33,10.63,16.01
35099,-0.29,1.13,0.26,73.88,33.93,-48.38
35111,-0.33,1.11,0.17,67.96,14.6,-45.51
35123,-0.39,1.08,0.15,64.97,-9.79,-42.52
35135,-0.39,1.12,0.18,63.88,-32.11,-41.0
35159,-0.16,1.18,0.33,53.88,-48.09,-36.43
35171,-0.02,1.1,0.39,46.74,-34.73,-39.11
35183,0.04,0.97,0.42,37.9,-15.22,-41.12
35195,0.02,0.81,0.42,29.91,1.73,-41.12
35207,-0.01,0.66,0.43,26.38,10.27,-37.22
35219,-0.02,0.53,0.44,27.84,11.61,-34.29
35231,-0.03,0.47,0.44,30.71,9.35,-33.62
35243,-0.02,0.46,0.43,30.71,6.37,-35.69
35255,0.02,0.47,0.41,28.88,2.04,-37.71
35267,0.08,0.47,0.38,25.1,1.67,-39.54
35279,0.17,0.45,0.35,20.95,7.16,-42.59
35291,0.16,0.49,0.35,19.43,15.63,-45.57
35303,0.14,0.56,0.32,15.1,19.66,-45.88
35315,0.14,0.61,0.28,10.28,20.08,-41.73
35327,0.13,0.68,0.25,10.95,15.27,-39.05
35339,0.14,0.79,0.23,13.45,9.11,-36.12
35351,0.17,0.89,0.21,10.4,3.99,-30.21
